time[s] cpu.0.freq[MHz] cpu.0.recload cpu.0.load cpu.1.freq[MHz] cpu.1.recload cpu.1.load cpu.2.freq[MHz] cpu.2.recload cpu.2.load cpu.3.freq[MHz] cpu.3.recload cpu.3.load cpu.4.freq[MHz] cpu.4.recload cpu.4.load cpu.5.freq[MHz] cpu.5.recload cpu.5.load cpu.6.freq[MHz] cpu.6.recload cpu.6.load cpu.7.freq[MHz] cpu.7.recload cpu.7.load cpu.8.freq[MHz] cpu.8.recload cpu.8.load cpu.9.freq[MHz] cpu.9.recload cpu.9.load cpu.10.freq[MHz] cpu.10.recload cpu.10.load cpu.11.freq[MHz] cpu.11.recload cpu.11.load cpu.12.freq[MHz] cpu.12.recload cpu.12.load cpu.13.freq[MHz] cpu.13.recload cpu.13.load cpu.14.freq[MHz] cpu.14.recload cpu.14.load cpu.15.freq[MHz] cpu.15.recload cpu.15.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
0.250 2528 0.000 0.000 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.033 1.000 2.033 1.000
0.500 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.033 1.000 2.033 1.000
0.750 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.150 0.150 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.183 1.000 2.183 1.000
1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.006 0.006 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.006 1.000 2.006 1.000
1.250 2528 0.025 0.025 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.933 0.933 2528 0.000 0.000 2528 0.000 0.000 2528 0.002 0.002 2528 1.960 1.000 1.960 1.000
1.500 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.017 0.017 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.017 1.000 2.017 1.000
1.750 2528 0.292 0.292 2528 0.000 0.000 2528 0.167 0.167 2528 0.000 0.000 2528 0.058 0.058 2528 0.000 0.000 2528 0.167 0.167 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.717 1.000 2.717 1.000
2.000 2528 0.133 0.133 2528 0.268 0.268 2528 0.183 0.183 2528 0.317 0.317 2528 0.317 0.317 2528 0.242 0.242 2528 0.217 0.217 2528 0.192 0.192 2528 0.236 0.236 2528 0.142 0.142 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.133 0.133 2528 0.225 0.225 2528 0.209 0.209 2528 4.813 1.000 4.813 1.000
2.250 2528 0.033 0.033 2528 0.074 0.074 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.050 0.050 2528 0.000 0.000 2528 0.000 0.000 2528 0.100 0.100 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.200 0.200 2528 0.742 0.742 2528 0.100 0.100 2528 0.100 0.100 2528 2.432 1.000 2.432 1.000
2.500 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.067 1.000 2.067 1.000
2.750 2528 0.067 0.067 2528 0.000 0.000 2528 0.129 0.129 2528 0.000 0.000 2528 0.050 0.050 2528 0.033 0.033 2528 0.000 0.000 2528 0.058 0.058 2528 0.000 0.000 2528 0.317 0.317 2528 0.967 0.967 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.621 1.000 2.621 1.000
3.000 2528 0.083 0.083 2528 0.000 0.000 2528 0.025 0.025 2528 0.000 0.000 2528 0.100 0.100 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.100 0.100 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.308 1.000 2.308 1.000
3.250 2528 0.033 0.033 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.099 1.000 2.099 1.000
3.500 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.014 0.014 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.014 1.000 2.014 1.000
3.750 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.033 1.000 2.033 1.000
4.000 2528 0.067 0.067 2528 0.168 0.168 2528 0.058 0.058 2528 0.033 0.033 2528 0.000 0.000 2528 0.100 0.100 2528 0.422 0.422 2528 0.025 0.025 2528 0.000 0.000 2528 0.267 0.267 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.667 0.667 2528 0.067 0.067 2528 0.000 0.000 2528 2.873 1.000 2.873 1.000
4.250 2528 0.358 0.358 2528 0.208 0.208 2528 0.292 0.292 2528 0.400 0.400 2528 0.200 0.200 2528 0.333 0.333 2528 0.158 0.158 2528 0.308 0.308 2528 0.040 0.040 2528 1.000 1.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.425 0.425 2528 0.308 0.308 2528 0.525 0.525 2528 0.392 0.392 2528 5.948 1.000 5.948 1.000
4.500 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.067 0.067 2528 0.867 0.867 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.967 1.000 1.967 1.000
4.750 2528 0.033 0.033 2528 0.000 0.000 2528 0.025 0.025 2528 0.017 0.017 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.075 1.000 2.075 1.000
5.000 2528 0.000 0.000 2528 0.014 0.014 2528 0.000 0.000 2528 0.267 0.267 2528 0.300 0.300 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.581 1.000 2.581 1.000
5.250 2528 0.025 0.025 2528 0.017 0.017 2528 0.000 0.000 2528 0.067 0.067 2528 0.000 0.000 2528 0.017 0.017 2528 0.406 0.406 2528 0.033 0.033 2528 0.933 0.933 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.498 1.000 2.498 1.000
5.500 2528 0.000 0.000 2528 0.010 0.010 2528 0.000 0.000 2528 0.014 0.014 2528 0.000 0.000 2528 0.100 0.100 2528 0.000 0.000 2528 0.050 0.050 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.174 1.000 2.174 1.000
5.750 2528 0.058 0.058 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.050 0.050 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.142 1.000 2.142 1.000
6.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.100 0.100 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.100 1.000 2.100 1.000
6.250 2528 0.100 0.100 2528 0.000 0.000 2528 0.000 0.000 2528 0.233 0.233 2528 0.058 0.058 2528 0.242 0.242 2528 0.000 0.000 2528 0.067 0.067 2528 0.800 0.800 2528 0.220 0.220 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 2.753 1.000 2.753 1.000
6.500 2528 0.283 0.283 2528 0.392 0.392 2528 0.092 0.092 2528 0.558 0.558 2528 0.350 0.350 2528 0.150 0.150 2528 0.200 0.200 2528 0.133 0.133 2528 0.000 0.000 2528 1.000 1.000 2528 1.000 1.000 2528 0.167 0.167 2528 0.433 0.433 2528 0.167 0.167 2528 0.258 0.258 2528 0.369 0.369 2528 5.553 1.000 5.553 1.000
6.750 2528 0.033 0.033 2528 0.092 0.092 2528 0.033 0.033 2528 0.233 0.233 2528 0.000 0.000 2528 0.067 0.067 2528 0.100 0.100 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.105 0.105 2528 0.114 0.114 2528 0.000 0.000 2528 2.778 1.000 2.778 1.000
7.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.233 0.233 2528 0.000 0.000 2528 0.275 0.275 2528 0.600 0.600 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.967 0.967 2528 0.000 0.000 2528 0.050 0.050 2528 0.050 0.050 2528 0.133 0.133 2528 0.000 0.000 2528 2.308 0.967 2.308 0.967
7.250 2528 0.033 0.033 2528 0.025 0.025 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.175 0.175 2528 0.000 0.000 2528 2.233 1.000 2.233 1.000
7.500 2528 0.000 0.000 2528 0.000 0.000 2528 0.013 0.013 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.133 0.133 2528 0.214 0.214 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 2.393 1.000 2.393 1.000
7.750 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.614 0.614 2528 0.000 0.000 2528 1.000 1.000 2528 0.020 0.020 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.200 0.200 2528 0.000 0.000 2528 2.834 1.000 2.834 1.000
8.000 2528 0.000 0.000 2528 0.050 0.050 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.014 0.014 2528 1.000 1.000 2528 0.000 0.000 2528 0.192 0.192 2528 0.000 0.000 2528 0.013 0.013 2528 0.067 0.067 2528 2.335 1.000 2.335 1.000
8.250 2528 0.000 0.000 2528 0.009 0.009 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.050 0.050 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.059 1.000 2.059 1.000
8.500 2528 0.000 0.000 2528 0.000 0.000 2528 0.092 0.092 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.073 0.073 2528 0.050 0.050 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.125 0.125 2528 0.000 0.000 2528 0.007 0.007 2528 0.000 0.000 2528 2.347 1.000 2.347 1.000
8.750 2528 0.208 0.208 2528 0.333 0.333 2528 0.183 0.183 2528 0.158 0.158 2528 0.000 0.000 2528 1.000 1.000 2528 0.142 0.142 2528 0.158 0.158 2528 0.217 0.217 2528 0.025 0.025 2528 1.000 1.000 2528 0.000 0.000 2528 0.217 0.217 2528 0.283 0.283 2528 0.000 0.000 2528 0.208 0.208 2528 4.133 1.000 4.133 1.000
9.000 2528 0.192 0.192 2528 0.233 0.233 2528 0.125 0.125 2528 0.150 0.150 2528 0.000 0.000 2528 1.000 1.000 2528 0.087 0.087 2528 0.100 0.100 2528 0.083 0.083 2528 0.167 0.167 2528 1.000 1.000 2528 0.640 0.640 2528 0.117 0.117 2528 0.200 0.200 2528 0.033 0.033 2528 0.167 0.167 2528 4.293 1.000 4.293 1.000
9.250 2528 0.242 0.242 2528 0.092 0.092 2528 0.067 0.067 2528 0.320 0.320 2528 0.000 0.000 2528 1.000 1.000 2528 0.100 0.100 2528 0.108 0.108 2528 0.242 0.242 2528 0.308 0.308 2528 1.000 1.000 2528 0.117 0.117 2528 0.108 0.108 2528 0.400 0.400 2528 0.333 0.333 2528 0.167 0.167 2528 4.603 1.000 4.603 1.000
9.500 2528 0.092 0.092 2528 0.267 0.267 2528 0.050 0.050 2528 0.350 0.350 2528 0.000 0.000 2528 1.000 1.000 2528 0.233 0.233 2528 0.025 0.025 2528 0.000 0.000 2528 0.417 0.417 2528 1.000 1.000 2528 0.000 0.000 2528 0.248 0.248 2528 0.158 0.158 2528 0.114 0.114 2528 0.342 0.342 2528 4.296 1.000 4.296 1.000
9.750 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.150 0.150 2528 0.117 0.117 2528 1.000 1.000 2528 0.000 0.000 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.300 1.000 2.300 1.000
10.000 2528 0.000 0.000 2528 0.025 0.025 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.013 0.013 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.025 0.025 2528 0.013 0.013 2528 2.075 1.000 2.075 1.000
10.250 2528 0.000 0.000 2528 0.000 0.000 2528 0.317 0.317 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.017 0.017 2528 0.000 0.000 2528 0.000 0.000 2528 0.183 0.183 2528 2.517 1.000 2.517 1.000
10.500 2528 0.000 0.000 2528 0.000 0.000 2528 0.067 0.067 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.567 0.567 2528 0.000 0.000 2528 0.000 0.000 2528 0.039 0.039 2528 2.673 1.000 2.673 1.000
10.750 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.048 0.048 2528 0.000 0.000 2528 2.081 1.000 2.081 1.000
11.000 2528 0.000 0.000 2528 0.029 0.029 2528 0.053 0.053 2528 0.120 0.120 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.700 0.700 2528 0.000 0.000 2528 0.050 0.050 2528 0.275 0.275 2528 0.000 0.000 2528 0.217 0.217 2528 2.444 1.000 2.444 1.000
11.250 2528 0.300 0.300 2528 0.200 0.200 2528 0.333 0.333 2528 0.239 0.239 2528 0.100 0.100 2528 1.000 1.000 2528 0.192 0.192 2528 0.225 0.225 2528 0.158 0.158 2528 0.292 0.292 2528 0.125 0.125 2528 0.308 0.308 2528 0.733 0.733 2528 0.400 0.400 2528 0.272 0.272 2528 0.158 0.158 2528 5.037 1.000 5.037 1.000
11.500 2528 0.083 0.083 2528 0.058 0.058 2528 0.133 0.133 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.050 0.050 2528 0.083 0.083 2528 0.083 0.083 2528 0.050 0.050 2528 0.000 0.000 2528 0.083 0.083 2528 1.000 1.000 2528 0.000 0.000 2528 0.117 0.117 2528 0.083 0.083 2528 2.825 1.000 2.825 1.000
11.750 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.667 0.667 2528 0.300 0.300 2528 0.000 0.000 2528 0.000 0.000 2528 0.363 0.363 2528 0.007 0.007 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.337 1.000 2.337 1.000
12.000 2528 0.000 0.000 2528 0.005 0.005 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.005 1.000 2.005 1.000
12.250 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.003 0.003 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.037 1.000 2.037 1.000
12.500 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.033 0.033 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.013 0.013 2528 2.046 1.000 2.046 1.000
12.750 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.175 0.175 2528 0.000 0.000 2528 0.006 0.006 2528 0.000 0.000 2528 0.100 0.100 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.281 1.000 2.281 1.000
13.000 2528 0.117 0.117 2528 0.117 0.117 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.233 0.233 2528 0.000 0.000 2528 0.033 0.033 2528 0.000 0.000 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.000 0.000 2528 2.500 1.000 2.500 1.000
