time[s] cpu.0.freq[Mhz] cpu.0.recload cpu.0.load cpu.1.freq[Mhz] cpu.1.recload cpu.1.load cpu.2.freq[Mhz] cpu.2.recload cpu.2.load cpu.3.freq[Mhz] cpu.3.recload cpu.3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
1.150 2401 0.357 0.269 2401 0.289 0.220 2401 0.275 0.211 2401 0.343 0.251 2401 1.263 0.357 0.951 0.357
1.175 2401 0.353 0.266 2401 0.289 0.220 2401 0.269 0.207 2401 0.334 0.245 2401 1.245 0.353 0.938 0.353
1.200 2401 0.350 0.264 2401 0.291 0.222 2401 0.272 0.210 2401 0.328 0.241 2401 1.241 0.350 0.936 0.350
1.225 2401 0.350 0.264 2401 0.283 0.216 2401 0.264 0.204 2401 0.324 0.238 2401 1.221 0.350 0.921 0.350
1.250 2401 0.346 0.261 2401 0.283 0.216 2401 0.251 0.195 2401 0.324 0.238 2401 1.204 0.346 0.909 0.346
1.275 2401 0.342 0.258 2401 0.274 0.210 2401 0.256 0.198 2401 0.324 0.238 2401 1.196 0.342 0.903 0.342
1.300 2401 0.342 0.258 2401 0.266 0.204 2401 0.251 0.195 2401 0.324 0.238 2401 1.183 0.342 0.894 0.342
1.325 2401 0.337 0.255 2401 0.266 0.204 2401 0.247 0.192 2401 0.320 0.235 2401 1.171 0.337 0.885 0.337
1.350 2401 0.334 0.253 2401 0.269 0.206 2401 0.247 0.192 2401 0.326 0.239 2401 1.177 0.334 0.890 0.334
1.375 2401 0.338 0.256 2401 0.275 0.211 2401 0.260 0.201 2401 0.326 0.239 2401 1.200 0.338 0.906 0.338
1.400 2401 0.330 0.250 2401 0.275 0.211 2401 0.272 0.210 2401 0.326 0.239 2401 1.204 0.330 0.909 0.330
1.425 2401 0.338 0.256 2401 0.288 0.220 2401 0.279 0.214 2401 0.326 0.239 2401 1.231 0.338 0.928 0.338
1.450 2401 0.338 0.256 2401 0.288 0.220 2401 0.283 0.217 2401 0.334 0.246 2401 1.244 0.338 0.938 0.338
1.475 2401 0.347 0.262 2401 0.284 0.217 2401 0.283 0.217 2401 0.334 0.247 2401 1.248 0.347 0.942 0.347
1.500 2401 0.350 0.264 2401 0.284 0.217 2401 0.283 0.217 2401 0.343 0.253 2401 1.259 0.350 0.952 0.350
1.525 2401 0.354 0.268 2401 0.284 0.217 2401 0.283 0.217 2401 0.352 0.261 2401 1.273 0.354 0.962 0.354
1.550 2401 0.350 0.265 2401 0.296 0.226 2401 0.283 0.217 2401 0.365 0.271 2401 1.294 0.365 0.979 0.365
1.575 2401 0.354 0.268 2401 0.300 0.230 2401 0.291 0.224 2401 0.377 0.280 2401 1.323 0.377 1.001 0.377
1.600 2200 0.358 0.271 2200 0.300 0.230 2200 0.295 0.227 2200 0.386 0.287 2200 1.340 0.386 1.015 0.386
1.625 2200 0.358 0.271 2200 0.300 0.230 2200 0.301 0.232 2200 0.374 0.278 2200 1.334 0.374 1.010 0.374
1.650 2200 0.358 0.271 2200 0.294 0.225 2200 0.295 0.227 2200 0.368 0.273 2200 1.315 0.368 0.996 0.368
1.675 2200 0.354 0.268 2200 0.290 0.222 2200 0.295 0.227 2200 0.368 0.273 2200 1.307 0.368 0.989 0.368
1.700 2200 0.346 0.261 2200 0.290 0.222 2200 0.299 0.230 2200 0.368 0.273 2200 1.303 0.368 0.986 0.368
1.725 2200 0.342 0.258 2200 0.277 0.212 2200 0.306 0.234 2200 0.364 0.270 2200 1.288 0.364 0.974 0.364
1.750 2200 0.337 0.255 2200 0.273 0.209 2200 0.297 0.228 2200 0.359 0.267 2200 1.267 0.359 0.958 0.359
1.775 2200 0.331 0.250 2200 0.264 0.201 2200 0.288 0.221 2200 0.350 0.259 2200 1.233 0.350 0.931 0.350
1.800 2200 0.331 0.250 2200 0.263 0.200 2200 0.287 0.220 2200 0.346 0.256 2200 1.227 0.346 0.926 0.346
1.825 2200 0.327 0.247 2200 0.263 0.200 2200 0.287 0.220 2200 0.346 0.256 2200 1.223 0.346 0.923 0.346
1.850 2200 0.327 0.247 2200 0.263 0.200 2200 0.287 0.220 2200 0.343 0.254 2200 1.220 0.343 0.920 0.343
1.875 2401 0.331 0.250 2401 0.267 0.203 2401 0.287 0.220 2401 0.343 0.254 2401 1.228 0.343 0.926 0.343
1.900 2401 0.331 0.250 2401 0.264 0.201 2401 0.291 0.223 2401 0.343 0.254 2401 1.229 0.343 0.927 0.343
1.925 2401 0.328 0.247 2401 0.269 0.205 2401 0.287 0.220 2401 0.343 0.254 2401 1.227 0.343 0.925 0.343
1.950 2401 0.328 0.247 2401 0.269 0.205 2401 0.287 0.220 2401 0.343 0.254 2401 1.227 0.343 0.925 0.343
1.975 2401 0.328 0.247 2401 0.269 0.205 2401 0.287 0.220 2401 0.343 0.254 2401 1.227 0.343 0.925 0.343
2.000 2401 0.332 0.251 2401 0.269 0.205 2401 0.287 0.220 2401 0.343 0.254 2401 1.231 0.343 0.929 0.343
2.025 2401 0.336 0.254 2401 0.269 0.205 2401 0.291 0.223 2401 0.351 0.260 2401 1.248 0.351 0.942 0.351
2.050 2401 0.346 0.261 2401 0.272 0.207 2401 0.288 0.221 2401 0.351 0.260 2401 1.257 0.351 0.949 0.351
2.075 2401 0.342 0.258 2401 0.276 0.211 2401 0.290 0.222 2401 0.351 0.260 2401 1.259 0.351 0.951 0.351
2.100 2401 0.342 0.258 2401 0.272 0.208 2401 0.290 0.222 2401 0.355 0.264 2401 1.259 0.355 0.952 0.355
2.125 2401 0.337 0.256 2401 0.272 0.208 2401 0.294 0.225 2401 0.347 0.258 2401 1.250 0.347 0.946 0.347
2.150 2200 0.342 0.259 2200 0.285 0.217 2200 0.294 0.225 2200 0.347 0.258 2200 1.267 0.347 0.959 0.347
2.175 2200 0.337 0.256 2200 0.287 0.219 2200 0.294 0.225 2200 0.347 0.258 2200 1.265 0.347 0.958 0.347
2.200 2200 0.337 0.256 2200 0.287 0.219 2200 0.294 0.225 2200 0.347 0.258 2200 1.265 0.347 0.958 0.347
2.225 2200 0.337 0.256 2200 0.287 0.219 2200 0.298 0.228 2200 0.347 0.258 2200 1.270 0.347 0.961 0.347
2.250 2200 0.342 0.259 2200 0.287 0.219 2200 0.298 0.228 2200 0.347 0.258 2200 1.274 0.347 0.964 0.347
2.275 2200 0.342 0.260 2200 0.287 0.219 2200 0.298 0.228 2200 0.347 0.258 2200 1.274 0.347 0.965 0.347
2.300 2200 0.342 0.260 2200 0.287 0.219 2200 0.298 0.228 2200 0.347 0.258 2200 1.274 0.347 0.965 0.347
2.325 2200 0.342 0.260 2200 0.287 0.219 2200 0.298 0.228 2200 0.347 0.258 2200 1.274 0.347 0.965 0.347
2.350 2200 0.329 0.251 2200 0.290 0.222 2200 0.303 0.233 2200 0.343 0.254 2200 1.265 0.343 0.960 0.343
2.375 2200 0.317 0.241 2200 0.290 0.222 2200 0.300 0.231 2200 0.343 0.254 2200 1.250 0.343 0.948 0.343
2.400 2200 0.317 0.242 2200 0.290 0.222 2200 0.300 0.231 2200 0.343 0.254 2200 1.250 0.343 0.949 0.343
2.425 1900 0.321 0.246 1900 0.278 0.211 1900 0.287 0.219 1900 0.330 0.243 1900 1.216 0.330 0.920 0.330
2.450 1900 0.321 0.246 1900 0.270 0.203 1900 0.275 0.208 1900 0.330 0.243 1900 1.195 0.330 0.901 0.330
2.475 1900 0.317 0.242 1900 0.270 0.203 1900 0.262 0.197 1900 0.330 0.243 1900 1.179 0.330 0.886 0.330
2.500 1900 0.323 0.249 1900 0.266 0.201 1900 0.250 0.186 1900 0.330 0.243 1900 1.169 0.330 0.878 0.330
2.525 1900 0.323 0.249 1900 0.266 0.201 1900 0.237 0.175 1900 0.334 0.247 1900 1.161 0.334 0.871 0.334
2.550 1900 0.323 0.249 1900 0.258 0.193 1900 0.229 0.167 1900 0.334 0.247 1900 1.144 0.334 0.856 0.334
2.575 1900 0.315 0.241 1900 0.246 0.182 1900 0.225 0.163 1900 0.328 0.242 1900 1.113 0.328 0.828 0.328
2.600 1900 0.302 0.230 1900 0.237 0.174 1900 0.225 0.163 1900 0.328 0.242 1900 1.092 0.328 0.810 0.328
2.625 1900 0.290 0.219 1900 0.225 0.163 1900 0.225 0.163 1900 0.328 0.242 1900 1.067 0.328 0.787 0.328
2.650 1900 0.284 0.215 1900 0.221 0.160 1900 0.224 0.163 1900 0.320 0.234 1900 1.048 0.320 0.771 0.320
2.675 2401 0.276 0.209 2401 0.224 0.163 2401 0.224 0.163 2401 0.307 0.226 2401 1.031 0.307 0.760 0.307
2.700 2401 0.263 0.200 2401 0.224 0.163 2401 0.224 0.163 2401 0.299 0.220 2401 1.010 0.299 0.745 0.299
2.725 2401 0.251 0.191 2401 0.224 0.163 2401 0.220 0.160 2401 0.299 0.220 2401 0.993 0.299 0.733 0.299
2.750 2401 0.243 0.187 2401 0.226 0.165 2401 0.220 0.160 2401 0.295 0.217 2401 0.983 0.295 0.728 0.295
2.775 2401 0.243 0.192 2401 0.226 0.165 2401 0.223 0.165 2401 0.298 0.222 2401 0.989 0.298 0.743 0.298
2.800 2401 0.251 0.206 2401 0.230 0.170 2401 0.231 0.174 2401 0.294 0.220 2401 1.006 0.294 0.770 0.294
2.825 2401 0.251 0.209 2401 0.230 0.170 2401 0.244 0.188 2401 0.281 0.212 2401 1.006 0.281 0.779 0.281
2.850 2401 0.251 0.209 2401 0.234 0.174 2401 0.256 0.204 2401 0.273 0.207 2401 1.014 0.273 0.795 0.273
2.875 2401 0.255 0.214 2401 0.242 0.186 2401 0.266 0.220 2401 0.273 0.211 2401 1.037 0.273 0.831 0.273
2.900 2401 0.255 0.220 2401 0.238 0.188 2401 0.266 0.229 2401 0.273 0.216 2401 1.033 0.273 0.852 0.273
2.925 2401 0.258 0.228 2401 0.241 0.195 2401 0.270 0.238 2401 0.273 0.223 2401 1.042 0.273 0.884 0.273
2.950 2401 0.258 0.237 2401 0.241 0.203 2401 0.278 0.253 2401 0.273 0.232 2401 1.051 0.278 0.926 0.278
2.975 2401 0.271 0.257 2401 0.241 0.212 2401 0.278 0.264 2401 0.273 0.243 2401 1.063 0.278 0.977 0.278
3.000 2401 0.279 0.268 2401 0.241 0.216 2401 0.278 0.269 2401 0.273 0.247 2401 1.071 0.279 1.000 0.279
3.025 2401 0.287 0.274 2401 0.241 0.216 2401 0.278 0.270 2401 0.277 0.251 2401 1.084 0.287 1.011 0.287
3.050 2401 0.287 0.274 2401 0.241 0.216 2401 0.282 0.273 2401 0.277 0.251 2401 1.088 0.287 1.014 0.287
3.075 2401 0.287 0.274 2401 0.241 0.216 2401 0.285 0.275 2401 0.277 0.251 2401 1.091 0.287 1.016 0.287
3.100 2401 0.287 0.274 2401 0.241 0.216 2401 0.285 0.275 2401 0.277 0.251 2401 1.091 0.287 1.016 0.287
3.125 2401 0.296 0.280 2401 0.246 0.219 2401 0.294 0.281 2401 0.281 0.254 2401 1.116 0.296 1.034 0.296
3.150 2401 0.300 0.283 2401 0.246 0.219 2401 0.302 0.287 2401 0.285 0.257 2401 1.133 0.302 1.046 0.302
3.175 2401 0.312 0.292 2401 0.258 0.227 2401 0.314 0.296 2401 0.298 0.266 2401 1.183 0.314 1.081 0.314
3.200 2401 0.322 0.299 2401 0.268 0.235 2401 0.321 0.300 2401 0.307 0.273 2401 1.218 0.322 1.106 0.322
