time[s] cpu0.freq[Mhz] cpu0.recload cpu0.load cpu1.freq[Mhz] cpu1.recload cpu1.load cpu2.freq[Mhz] cpu2.recload cpu2.load cpu3.freq[Mhz] cpu3.recload cpu3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
23.125 2401 0.250 0.177 2401 0.333 0.236 2401 0.000 0.000 2401 0.000 0.000 2401 0.583 0.333 0.413 0.236
23.150 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.175 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.200 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.225 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.250 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.275 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.300 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.325 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.350 2401 0.667 0.472 2401 0.333 0.236 2401 0.667 0.472 2401 0.000 0.000 2401 1.667 0.667 1.180 0.472
23.375 2401 0.000 0.000 2401 0.500 0.354 2401 0.500 0.354 2401 0.000 0.000 2401 1.000 0.500 0.708 0.354
23.400 2401 1.000 0.708 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 1.000 0.708 0.708
23.425 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.750 0.531 2401 0.750 0.750 0.531 0.531
23.450 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.708 2401 1.000 1.000 0.708 0.708
23.475 2401 0.667 0.472 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 1.000 0.667 0.708 0.472
23.500 2401 0.000 0.000 2401 0.000 0.000 2401 0.667 0.472 2401 0.000 0.000 2401 0.667 0.667 0.472 0.472
23.525 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.550 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.575 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.600 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.625 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.650 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.675 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.700 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.725 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.750 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.775 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.800 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.825 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.850 2401 0.000 0.000 2401 0.333 0.236 2401 0.333 0.236 2401 0.250 0.177 2401 0.917 0.333 0.649 0.236
23.875 2401 0.333 0.236 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 0.667 0.333 0.472 0.236
23.900 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.925 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.950 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
23.975 2401 0.250 0.177 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.250 0.250 0.177 0.177
24.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.025 2401 0.333 0.236 2401 0.333 0.236 2401 0.333 0.236 2401 0.333 0.236 2401 1.333 0.333 0.944 0.236
24.050 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.075 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.100 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.125 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.150 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.175 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.200 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.225 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.250 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.275 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.300 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.325 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.350 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.375 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.400 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.425 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.450 2401 0.333 0.236 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.333 0.333 0.236 0.236
24.475 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.500 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.525 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.550 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.575 2401 0.667 0.472 2401 0.200 0.142 2401 0.600 0.425 2401 0.000 0.000 2401 1.467 0.667 1.038 0.472
24.600 2401 0.667 0.472 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 1.000 0.667 0.708 0.472
24.625 2401 0.333 0.236 2401 0.667 0.472 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.667 0.708 0.472
24.650 2401 1.000 0.708 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 1.000 0.708 0.708
24.675 2401 0.250 0.177 2401 0.750 0.531 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.750 0.708 0.531
24.700 2401 1.000 0.708 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 1.000 0.708 0.708
24.725 2401 0.667 0.472 2401 0.333 0.236 2401 0.667 0.472 2401 0.000 0.000 2401 1.667 0.667 1.180 0.472
24.750 2401 0.000 0.000 2401 0.000 0.000 2401 0.500 0.354 2401 0.667 0.472 2401 1.167 0.667 0.826 0.472
24.775 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.708 2401 1.000 1.000 0.708 0.708
24.800 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.708 2401 1.000 0.708 2401 2.000 1.000 1.416 0.708
24.825 2401 0.750 0.531 2401 0.000 0.000 2401 0.000 0.000 2401 0.250 0.177 2401 1.000 0.750 0.708 0.531
24.850 2401 0.667 0.472 2401 0.000 0.000 2401 0.000 0.000 2401 0.333 0.236 2401 1.000 0.667 0.708 0.472
24.875 2401 0.000 0.000 2401 0.250 0.177 2401 0.500 0.354 2401 0.000 0.000 2401 0.750 0.500 0.531 0.354
24.900 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.925 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.950 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
24.975 2401 0.333 0.236 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.333 0.333 0.236 0.236
25.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.025 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.050 2401 0.667 0.472 2401 0.000 0.000 2401 0.250 0.177 2401 0.000 0.000 2401 0.917 0.667 0.649 0.472
25.075 2401 0.000 0.000 2401 0.333 0.236 2401 0.333 0.236 2401 0.000 0.000 2401 0.667 0.333 0.472 0.236
25.100 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.125 2401 0.250 0.177 2401 0.000 0.000 2401 0.000 0.000 2401 0.200 0.142 2401 0.450 0.250 0.319 0.177
25.150 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.175 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.200 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.225 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.250 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.275 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.300 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.325 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.350 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.375 2401 0.000 0.000 2401 0.000 0.000 2401 0.333 0.236 2401 0.333 0.236 2401 0.667 0.333 0.472 0.236
25.400 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.425 2401 0.333 0.236 2401 0.200 0.142 2401 0.250 0.177 2401 0.000 0.000 2401 0.783 0.333 0.555 0.236
25.450 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 1.000 0.708 2401 1.333 1.000 0.944 0.708
25.475 2401 0.000 0.000 2401 0.333 0.236 2401 0.667 0.472 2401 0.000 0.000 2401 1.000 0.667 0.708 0.472
25.500 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 0.667 0.472 2401 1.000 0.667 0.708 0.472
25.525 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.708 2401 0.000 0.000 2401 1.000 1.000 0.708 0.708
25.550 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.708 2401 0.000 0.000 2401 1.000 1.000 0.708 0.708
25.575 2401 0.333 0.236 2401 0.333 0.236 2401 0.000 0.000 2401 0.000 0.000 2401 0.667 0.333 0.472 0.236
25.600 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.625 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.650 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.675 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.700 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.725 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.750 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.775 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.800 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.825 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.850 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.875 2401 0.333 0.236 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.333 0.333 0.236 0.236
25.900 2401 0.000 0.000 2401 0.000 0.000 2401 0.667 0.472 2401 0.333 0.236 2401 1.000 0.667 0.708 0.472
25.925 2401 0.333 0.236 2401 0.000 0.000 2401 0.000 0.000 2401 0.500 0.354 2401 0.833 0.500 0.590 0.354
25.950 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
25.975 2401 0.250 0.177 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.250 0.250 0.177 0.177
26.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.025 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.050 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.075 2401 0.333 0.236 2401 0.000 0.000 2401 0.333 0.236 2401 0.200 0.142 2401 0.867 0.333 0.614 0.236
26.100 2401 0.333 0.236 2401 0.333 0.236 2401 0.333 0.236 2401 0.000 0.000 2401 1.000 0.333 0.708 0.236
26.125 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 0.000 0.000 2401 0.333 0.333 0.236 0.236
26.150 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.175 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.200 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.225 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.250 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.275 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.300 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.325 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.350 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.375 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.400 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.425 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.450 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.475 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.500 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.525 2401 0.333 0.236 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.333 0.333 0.236 0.236
26.550 2401 0.250 0.177 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.250 0.250 0.177 0.177
26.575 2401 0.000 0.000 2401 0.333 0.236 2401 0.250 0.177 2401 0.000 0.000 2401 0.583 0.333 0.413 0.236
26.600 2401 1.000 0.708 2401 0.667 0.472 2401 0.000 0.000 2401 0.333 0.236 2401 2.000 1.000 1.416 0.708
26.625 2401 0.667 0.472 2401 0.000 0.000 2401 0.667 0.472 2401 0.000 0.000 2401 1.333 0.667 0.944 0.472
26.650 2401 0.333 0.236 2401 0.667 0.472 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.667 0.708 0.472
26.675 2401 1.000 0.708 2401 0.667 0.472 2401 0.000 0.000 2401 0.000 0.000 2401 1.667 1.000 1.180 0.708
26.700 2401 1.000 0.708 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 1.000 0.708 0.708
26.725 2401 0.000 0.000 2401 0.200 0.142 2401 0.333 0.236 2401 0.333 0.236 2401 0.867 0.333 0.614 0.236
26.750 2401 0.667 0.472 2401 0.333 0.236 2401 0.333 0.236 2401 1.000 0.708 2401 2.333 1.000 1.652 0.708
26.775 2401 0.000 0.000 2401 1.000 0.708 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 1.000 0.708 0.708
26.800 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 0.667 0.472 2401 1.000 0.667 0.708 0.472
26.825 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.708 2401 1.000 1.000 0.708 0.708
26.850 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.708 2401 1.000 1.000 0.708 0.708
26.875 2401 0.000 0.000 2401 0.000 0.000 2401 0.600 0.425 2401 0.333 0.236 2401 0.933 0.600 0.661 0.425
26.900 2401 0.000 0.000 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 0.333 0.333 0.236 0.236
26.925 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.950 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
26.975 2401 0.250 0.177 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.250 0.250 0.177 0.177
27.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.025 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.050 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.075 2401 0.000 0.000 2401 0.000 0.000 2401 0.200 0.142 2401 0.000 0.000 2401 0.200 0.200 0.142 0.142
27.100 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.125 2401 0.500 0.354 2401 0.250 0.177 2401 0.167 0.118 2401 0.200 0.142 2401 1.117 0.500 0.791 0.354
27.150 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.175 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.200 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.225 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.250 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.275 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.300 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.325 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.350 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.375 2401 0.250 0.177 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 0.583 0.333 0.413 0.236
27.400 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.425 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.450 2401 0.000 0.000 2401 0.750 0.531 2401 0.333 0.236 2401 0.750 0.531 2401 1.833 0.750 1.298 0.531
27.475 2401 0.000 0.000 2401 0.667 0.472 2401 0.333 0.236 2401 0.000 0.000 2401 1.000 0.667 0.708 0.472
27.500 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.708 2401 0.000 0.000 2401 1.000 1.000 0.708 0.708
27.525 2401 0.667 0.472 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 1.000 0.667 0.708 0.472
27.550 2401 0.000 0.000 2401 0.000 0.000 2401 1.000 0.708 2401 0.000 0.000 2401 1.000 1.000 0.708 0.708
27.575 2401 0.333 0.236 2401 0.000 0.000 2401 0.667 0.472 2401 0.000 0.000 2401 1.000 0.667 0.708 0.472
27.600 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.625 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.650 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.675 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.700 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.725 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.750 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.775 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.800 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.825 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.850 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.875 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.900 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
27.925 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.250 0.177 2401 0.250 0.250 0.177 0.177
27.950 2401 0.333 0.236 2401 0.000 0.000 2401 0.333 0.236 2401 0.333 0.236 2401 1.000 0.333 0.708 0.236
27.975 2401 0.000 0.000 2401 0.000 0.000 2401 0.333 0.236 2401 0.000 0.000 2401 0.333 0.333 0.236 0.236
28.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
28.025 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
28.050 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
28.075 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.333 0.236 2401 0.333 0.333 0.236 0.236
28.100 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
28.125 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.250 0.177 2401 0.250 0.250 0.177 0.177
28.150 2401 0.000 0.000 2401 0.250 0.177 2401 0.250 0.177 2401 0.000 0.000 2401 0.500 0.250 0.354 0.177
28.175 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
28.200 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
28.225 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
28.250 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 2401 0.000 0.000 0.000 0.000
