time[s] cpu.0.freq[Mhz] cpu.0.recload cpu.0.load cpu.1.freq[Mhz] cpu.1.recload cpu.1.load cpu.2.freq[Mhz] cpu.2.recload cpu.2.load cpu.3.freq[Mhz] cpu.3.recload cpu.3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
0.025 1700 0.151 0.134 1700 0.142 0.124 1700 0.195 0.179 1700 0.135 0.120 1700 0.623 0.255 0.557 0.230
0.050 1700 0.164 0.146 1700 0.154 0.135 1700 0.207 0.190 1700 0.148 0.131 1700 0.673 0.267 0.601 0.241
0.075 1700 0.176 0.154 1700 0.167 0.144 1700 0.220 0.199 1700 0.160 0.140 1700 0.723 0.280 0.637 0.250
0.100 1700 0.189 0.163 1700 0.179 0.153 1700 0.232 0.208 1700 0.173 0.149 1700 0.773 0.292 0.672 0.259
0.125 1700 0.193 0.166 1700 0.188 0.159 1700 0.241 0.213 1700 0.181 0.155 1700 0.802 0.301 0.693 0.265
0.150 1700 0.201 0.172 1700 0.192 0.162 1700 0.245 0.216 1700 0.185 0.157 1700 0.823 0.309 0.708 0.270
0.175 1700 0.205 0.175 1700 0.192 0.162 1700 0.251 0.221 1700 0.194 0.163 1700 0.841 0.318 0.721 0.276
0.200 1700 0.208 0.177 1700 0.192 0.162 1700 0.254 0.223 1700 0.200 0.168 1700 0.853 0.324 0.729 0.281
0.225 1700 0.212 0.180 1700 0.200 0.168 1700 0.262 0.229 1700 0.204 0.171 1700 0.878 0.332 0.747 0.287
0.250 1700 0.217 0.183 1700 0.200 0.168 1700 0.274 0.237 1700 0.204 0.171 1700 0.895 0.345 0.759 0.295
0.275 1700 0.221 0.186 1700 0.208 0.173 1700 0.274 0.237 1700 0.204 0.171 1700 0.907 0.353 0.768 0.301
0.300 2401 0.221 0.186 2401 0.217 0.179 2401 0.279 0.240 2401 0.204 0.171 2401 0.920 0.361 0.776 0.307
0.325 2401 0.225 0.189 2401 0.217 0.179 2401 0.283 0.243 2401 0.208 0.174 2401 0.932 0.365 0.785 0.310
0.350 2401 0.228 0.191 2401 0.217 0.179 2401 0.286 0.245 2401 0.208 0.174 2401 0.939 0.369 0.790 0.312
0.375 2401 0.228 0.191 2401 0.217 0.179 2401 0.286 0.245 2401 0.208 0.174 2401 0.939 0.369 0.790 0.312
0.400 2401 0.236 0.197 2401 0.217 0.179 2401 0.286 0.245 2401 0.208 0.174 2401 0.947 0.377 0.796 0.318
0.425 2401 0.241 0.200 2401 0.217 0.179 2401 0.292 0.250 2401 0.212 0.177 2401 0.962 0.383 0.806 0.323
0.450 2401 0.241 0.200 2401 0.217 0.179 2401 0.292 0.250 2401 0.216 0.180 2401 0.966 0.387 0.809 0.326
0.475 2401 0.241 0.200 2401 0.221 0.182 2401 0.292 0.250 2401 0.229 0.188 2401 0.982 0.400 0.821 0.335
0.500 2401 0.241 0.200 2401 0.224 0.185 2401 0.292 0.250 2401 0.233 0.191 2401 0.990 0.404 0.826 0.338
0.525 2401 0.241 0.200 2401 0.224 0.185 2401 0.292 0.250 2401 0.236 0.194 2401 0.993 0.407 0.828 0.340
0.550 2401 0.245 0.203 2200 0.224 0.185 2200 0.292 0.250 2200 0.236 0.194 2401 0.997 0.411 0.831 0.343
0.575 2200 0.245 0.203 2200 0.224 0.185 2200 0.292 0.250 2200 0.236 0.194 2200 0.997 0.411 0.831 0.343
0.600 2200 0.245 0.203 2200 0.224 0.185 2200 0.292 0.250 2200 0.239 0.196 2200 1.000 0.414 0.833 0.345
0.625 2200 0.245 0.203 2200 0.224 0.185 2200 0.292 0.250 2200 0.252 0.206 2200 1.013 0.427 0.843 0.355
0.650 2200 0.245 0.203 2200 0.230 0.189 2200 0.298 0.255 2200 0.258 0.210 2200 1.031 0.433 0.858 0.360
0.675 2200 0.249 0.206 2200 0.234 0.193 2200 0.298 0.255 2200 0.258 0.210 2200 1.040 0.437 0.864 0.363
