time[s] cpu.0.freq[MHz] cpu.0.recload cpu.0.load cpu.1.freq[MHz] cpu.1.recload cpu.1.load cpu.2.freq[MHz] cpu.2.recload cpu.2.load cpu.3.freq[MHz] cpu.3.recload cpu.3.load cpu.4.freq[MHz] cpu.4.recload cpu.4.load cpu.5.freq[MHz] cpu.5.recload cpu.5.load cpu.6.freq[MHz] cpu.6.recload cpu.6.load cpu.7.freq[MHz] cpu.7.recload cpu.7.load cpu.8.freq[MHz] cpu.8.recload cpu.8.load cpu.9.freq[MHz] cpu.9.recload cpu.9.load cpu.10.freq[MHz] cpu.10.recload cpu.10.load cpu.11.freq[MHz] cpu.11.recload cpu.11.load cpu.12.freq[MHz] cpu.12.recload cpu.12.load cpu.13.freq[MHz] cpu.13.recload cpu.13.load cpu.14.freq[MHz] cpu.14.recload cpu.14.load cpu.15.freq[MHz] cpu.15.recload cpu.15.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
5.500 2528 0.065 0.065 2528 0.052 0.052 2528 0.047 0.047 2528 0.100 0.100 2528 0.062 0.062 2528 0.073 0.073 2528 0.123 0.123 2528 0.052 0.052 2528 0.505 0.505 2528 0.267 0.267 2528 1.000 1.000 2528 0.000 0.000 2528 0.053 0.053 2528 0.247 0.247 2528 0.074 0.074 2528 0.049 0.049 2528 2.769 1.000 2.769 1.000
6.000 2528 0.064 0.064 2528 0.035 0.035 2528 0.040 0.040 2528 0.096 0.096 2528 0.062 0.062 2528 0.075 0.075 2528 0.071 0.071 2528 0.049 0.049 2528 0.755 0.755 2528 0.233 0.233 2528 1.000 1.000 2528 0.000 0.000 2528 0.053 0.053 2528 0.039 0.039 2528 0.066 0.066 2528 0.049 0.049 2528 2.686 1.000 2.686 1.000
6.500 2528 0.062 0.062 2528 0.058 0.058 2528 0.015 0.015 2528 0.145 0.145 2528 0.089 0.089 2528 0.082 0.082 2528 0.076 0.076 2528 0.035 0.035 2528 0.842 0.842 2528 0.153 0.153 2528 1.000 1.000 2528 0.021 0.021 2528 0.054 0.054 2528 0.025 0.025 2528 0.032 0.032 2528 0.046 0.046 2528 2.734 1.000 2.734 1.000
7.000 2528 0.062 0.062 2528 0.068 0.068 2528 0.016 0.016 2528 0.167 0.167 2528 0.051 0.051 2528 0.125 0.125 2528 0.163 0.163 2528 0.035 0.035 2528 0.592 0.592 2528 0.278 0.278 2528 0.996 0.996 2528 0.021 0.021 2528 0.060 0.060 2528 0.044 0.044 2528 0.063 0.063 2528 0.046 0.046 2528 2.788 0.996 2.788 0.996
7.500 2528 0.064 0.064 2528 0.068 0.068 2528 0.017 0.017 2528 0.157 0.157 2528 0.051 0.051 2528 0.360 0.360 2528 0.113 0.113 2528 0.025 0.025 2528 0.367 0.367 2528 0.304 0.304 2528 0.996 0.996 2528 0.021 0.021 2528 0.060 0.060 2528 0.049 0.049 2528 0.085 0.085 2528 0.046 0.046 2528 2.783 0.996 2.783 0.996
8.000 2528 0.056 0.056 2528 0.070 0.070 2528 0.017 0.017 2528 0.234 0.234 2528 0.051 0.051 2528 0.592 0.592 2528 0.115 0.115 2528 0.025 0.025 2528 0.117 0.117 2528 0.306 0.306 2528 0.996 0.996 2528 0.021 0.021 2528 0.084 0.084 2528 0.049 0.049 2528 0.112 0.112 2528 0.055 0.055 2528 2.899 0.996 2.899 0.996
8.500 2528 0.008 0.008 2528 0.022 0.022 2528 0.017 0.017 2528 0.135 0.135 2528 0.000 0.000 2528 0.793 0.793 2528 0.090 0.090 2528 0.009 0.009 2528 0.023 0.023 2528 0.160 0.160 2528 0.996 0.996 2528 0.000 0.000 2528 0.046 0.046 2528 0.024 0.024 2528 0.080 0.080 2528 0.008 0.008 2528 2.411 0.996 2.411 0.996
9.000 2528 0.054 0.054 2528 0.081 0.081 2528 0.052 0.052 2528 0.115 0.115 2528 0.000 0.000 2528 1.000 1.000 2528 0.031 0.031 2528 0.041 0.041 2528 0.060 0.060 2528 0.059 0.059 2528 1.000 1.000 2528 0.080 0.080 2528 0.081 0.081 2528 0.065 0.065 2528 0.053 0.053 2528 0.055 0.055 2528 2.829 1.000 2.829 1.000
9.500 2528 0.092 0.092 2528 0.123 0.123 2528 0.065 0.065 2528 0.199 0.199 2528 0.000 0.000 2528 1.000 1.000 2528 0.073 0.073 2528 0.058 0.058 2528 0.074 0.074 2528 0.123 0.123 2528 1.000 1.000 2528 0.095 0.095 2528 0.126 0.126 2528 0.130 0.130 2528 0.088 0.088 2528 0.119 0.119 2528 3.363 1.000 3.363 1.000
10.000 2528 0.092 0.092 2528 0.120 0.120 2528 0.065 0.065 2528 0.122 0.122 2528 0.000 0.000 2528 1.000 1.000 2528 0.070 0.070 2528 0.058 0.058 2528 0.094 0.094 2528 0.135 0.135 2528 1.000 1.000 2528 0.095 0.095 2528 0.106 0.106 2528 0.130 0.130 2528 0.064 0.064 2528 0.112 0.112 2528 3.263 1.000 3.263 1.000
10.500 2528 0.092 0.092 2528 0.119 0.119 2528 0.101 0.101 2528 0.122 0.122 2528 0.000 0.000 2528 1.000 1.000 2528 0.070 0.070 2528 0.049 0.049 2528 0.088 0.088 2528 0.129 0.129 2528 1.000 1.000 2528 0.095 0.095 2528 0.163 0.163 2528 0.130 0.130 2528 0.063 0.063 2528 0.140 0.140 2528 3.361 1.000 3.361 1.000
11.000 2528 0.046 0.046 2528 0.052 0.052 2528 0.069 0.069 2528 0.099 0.099 2528 0.000 0.000 2528 1.000 1.000 2528 0.042 0.042 2528 0.017 0.017 2528 0.051 0.051 2528 0.105 0.105 2528 0.963 0.963 2528 0.015 0.015 2528 0.128 0.128 2528 0.104 0.104 2528 0.065 0.065 2528 0.120 0.120 2528 2.874 1.000 2.874 1.000
11.500 2528 0.052 0.052 2528 0.039 0.039 2528 0.113 0.113 2528 0.045 0.045 2528 0.012 0.012 2528 1.000 1.000 2528 0.030 0.030 2528 0.039 0.039 2528 0.051 0.051 2528 0.057 0.057 2528 0.728 0.728 2528 0.049 0.049 2528 0.300 0.300 2528 0.084 0.084 2528 0.058 0.058 2528 0.087 0.087 2528 2.744 1.000 2.744 1.000
12.000 2528 0.052 0.052 2528 0.036 0.036 2528 0.113 0.113 2528 0.045 0.045 2528 0.221 0.221 2528 0.787 0.787 2528 0.030 0.030 2528 0.039 0.039 2528 0.076 0.076 2528 0.044 0.044 2528 0.478 0.478 2528 0.049 0.049 2528 0.546 0.546 2528 0.084 0.084 2528 0.055 0.055 2528 0.085 0.085 2528 2.740 0.787 2.740 0.787
12.500 2528 0.056 0.056 2528 0.036 0.036 2528 0.065 0.065 2528 0.049 0.049 2528 0.471 0.471 2528 0.537 0.537 2528 0.030 0.030 2528 0.039 0.039 2528 0.076 0.076 2528 0.044 0.044 2528 0.228 0.228 2528 0.049 0.049 2528 0.723 0.723 2528 0.084 0.084 2528 0.055 0.055 2528 0.059 0.059 2528 2.601 0.723 2.601 0.723
13.000 2528 0.067 0.067 2528 0.047 0.047 2528 0.058 0.058 2528 0.034 0.034 2528 0.721 0.721 2528 0.287 0.287 2528 0.030 0.030 2528 0.090 0.090 2528 0.076 0.076 2528 0.049 0.049 2528 0.016 0.016 2528 0.061 0.061 2528 0.967 0.967 2528 0.050 0.050 2528 0.049 0.049 2528 0.032 0.032 2528 2.633 0.967 2.633 0.967
13.500 2528 0.070 0.070 2528 0.064 0.064 2528 0.045 0.045 2528 0.053 0.053 2528 0.958 0.958 2528 0.046 0.046 2528 0.048 0.048 2528 0.093 0.093 2528 0.102 0.102 2528 0.014 0.014 2528 0.035 0.035 2528 0.048 0.048 2528 1.000 1.000 2528 0.000 0.000 2528 0.043 0.043 2528 0.034 0.034 2528 2.653 1.000 2.653 1.000
14.000 2528 0.122 0.122 2528 0.076 0.076 2528 0.088 0.088 2528 0.059 0.059 2528 1.000 1.000 2528 0.008 0.008 2528 0.048 0.048 2528 0.124 0.124 2528 0.113 0.113 2528 0.014 0.014 2528 0.040 0.040 2528 0.239 0.239 2528 1.000 1.000 2528 0.000 0.000 2528 0.060 0.060 2528 0.054 0.054 2528 3.043 1.000 3.043 1.000
14.500 2528 0.156 0.156 2528 0.082 0.082 2528 0.099 0.099 2528 0.055 0.055 2528 1.000 1.000 2528 0.008 0.008 2528 0.048 0.048 2528 0.128 0.128 2528 0.132 0.132 2528 0.047 0.047 2528 0.040 0.040 2528 0.489 0.489 2528 1.000 1.000 2528 0.000 0.000 2528 0.061 0.061 2528 0.056 0.056 2528 3.401 1.000 3.401 1.000
15.000 2528 0.142 0.142 2528 0.083 0.083 2528 0.099 0.099 2528 0.055 0.055 2528 1.000 1.000 2528 0.008 0.008 2528 0.048 0.048 2528 0.081 0.081 2528 0.141 0.141 2528 0.042 0.042 2528 0.040 0.040 2528 0.676 0.676 2528 1.000 1.000 2528 0.000 0.000 2528 0.064 0.064 2528 0.056 0.056 2528 3.535 1.000 3.535 1.000
15.500 2528 0.094 0.094 2528 0.034 0.034 2528 0.056 0.056 2528 0.007 0.007 2528 1.000 1.000 2528 0.000 0.000 2528 0.000 0.000 2528 0.040 0.040 2528 0.084 0.084 2528 0.048 0.048 2528 0.004 0.004 2528 0.641 0.641 2528 0.996 0.996 2528 0.000 0.000 2528 0.021 0.021 2528 0.024 0.024 2528 3.048 1.000 3.048 1.000
16.000 2528 0.078 0.078 2528 0.043 0.043 2528 0.026 0.026 2528 0.038 0.038 2528 1.000 1.000 2528 0.003 0.003 2528 0.021 0.021 2528 0.027 0.027 2528 0.079 0.079 2528 0.071 0.071 2528 0.029 0.029 2528 0.473 0.473 2528 0.996 0.996 2528 0.000 0.000 2528 0.036 0.036 2528 0.031 0.031 2528 2.950 1.000 2.950 1.000
16.500 2528 0.044 0.044 2528 0.037 0.037 2528 0.016 0.016 2528 0.039 0.039 2528 0.992 0.992 2528 0.003 0.003 2528 0.035 0.035 2528 0.023 0.023 2528 0.063 0.063 2528 0.051 0.051 2528 0.037 0.037 2528 0.244 0.244 2528 0.996 0.996 2528 0.000 0.000 2528 0.108 0.108 2528 0.047 0.047 2528 2.734 0.996 2.734 0.996
17.000 2528 0.044 0.044 2528 0.042 0.042 2528 0.016 0.016 2528 0.039 0.039 2528 0.810 0.810 2528 0.175 0.175 2528 0.035 0.035 2528 0.023 0.023 2528 0.055 0.055 2528 0.074 0.074 2528 0.089 0.089 2528 0.116 0.116 2528 0.996 0.996 2528 0.000 0.000 2528 0.146 0.146 2528 0.049 0.049 2528 2.709 0.996 2.709 0.996
17.500 2528 0.041 0.041 2528 0.042 0.042 2528 0.014 0.014 2528 0.042 0.042 2528 0.719 0.719 2528 0.258 0.258 2528 0.035 0.035 2528 0.023 0.023 2528 0.107 0.107 2528 0.072 0.072 2528 0.118 0.118 2528 0.134 0.134 2528 1.000 1.000 2528 0.000 0.000 2528 0.146 0.146 2528 0.051 0.051 2528 2.802 1.000 2.802 1.000
18.000 2528 0.004 0.004 2528 0.052 0.052 2528 0.014 0.014 2528 0.008 0.008 2528 0.596 0.596 2528 0.372 0.372 2528 0.014 0.014 2528 0.004 0.004 2528 0.056 0.056 2528 0.055 0.055 2528 0.090 0.090 2528 0.111 0.111 2528 1.000 1.000 2528 0.000 0.000 2528 0.116 0.116 2528 0.029 0.029 2528 2.521 1.000 2.521 1.000
18.500 2528 0.007 0.007 2528 0.206 0.206 2528 0.034 0.034 2528 0.051 0.051 2528 0.379 0.379 2528 0.497 0.497 2528 0.022 0.022 2528 0.021 0.021 2528 0.086 0.086 2528 0.085 0.085 2528 0.120 0.120 2528 0.110 0.110 2528 1.000 1.000 2528 0.000 0.000 2528 0.096 0.096 2528 0.064 0.064 2528 2.779 1.000 2.779 1.000
19.000 2528 0.007 0.007 2528 0.428 0.428 2528 0.037 0.037 2528 0.051 0.051 2528 0.310 0.310 2528 0.325 0.325 2528 0.026 0.026 2528 0.017 0.017 2528 0.096 0.096 2528 0.118 0.118 2528 0.068 0.068 2528 0.054 0.054 2528 1.000 1.000 2528 0.000 0.000 2528 0.071 0.071 2528 0.088 0.088 2528 2.695 1.000 2.695 1.000
19.500 2528 0.017 0.017 2528 0.586 0.586 2528 0.046 0.046 2528 0.087 0.087 2528 0.180 0.180 2528 0.257 0.257 2528 0.033 0.033 2528 0.029 0.029 2528 0.055 0.055 2528 0.118 0.118 2528 0.049 0.049 2528 0.036 0.036 2528 0.912 0.912 2528 0.000 0.000 2528 0.259 0.259 2528 0.085 0.085 2528 2.750 0.912 2.750 0.912
20.000 2528 0.041 0.041 2528 0.568 0.568 2528 0.073 0.073 2528 0.115 0.115 2528 0.142 0.142 2528 0.159 0.159 2528 0.050 0.050 2528 0.057 0.057 2528 0.117 0.117 2528 0.111 0.111 2528 0.052 0.052 2528 0.098 0.098 2528 0.912 0.912 2528 0.000 0.000 2528 0.507 0.507 2528 0.081 0.081 2528 3.084 0.912 3.084 0.912
20.500 2528 0.060 0.060 2528 0.457 0.457 2528 0.079 0.079 2528 0.082 0.082 2528 0.218 0.218 2528 0.059 0.059 2528 0.067 0.067 2528 0.053 0.053 2528 0.162 0.162 2528 0.080 0.080 2528 0.022 0.022 2528 0.085 0.085 2528 0.838 0.838 2528 0.027 0.027 2528 0.704 0.704 2528 0.025 0.025 2528 3.019 0.838 3.019 0.838
21.000 2528 0.068 0.068 2528 0.223 0.223 2528 0.130 0.130 2528 0.086 0.086 2528 0.252 0.252 2528 0.059 0.059 2528 0.067 0.067 2528 0.057 0.057 2528 0.403 0.403 2528 0.025 0.025 2528 0.022 0.022 2528 0.069 0.069 2528 0.602 0.602 2528 0.033 0.033 2528 0.938 0.938 2528 0.000 0.000 2528 3.035 0.938 3.035 0.938
21.500 2528 0.062 0.062 2528 0.065 0.065 2528 0.129 0.129 2528 0.046 0.046 2528 0.232 0.232 2528 0.044 0.044 2528 0.060 0.060 2528 0.045 0.045 2528 0.610 0.610 2528 0.013 0.013 2528 0.011 0.011 2528 0.069 0.069 2528 0.440 0.440 2528 0.033 0.033 2528 1.000 1.000 2528 0.000 0.000 2528 2.859 1.000 2.859 1.000
22.000 2528 0.050 0.050 2528 0.051 0.051 2528 0.090 0.090 2528 0.036 0.036 2528 0.144 0.144 2528 0.028 0.028 2528 0.043 0.043 2528 0.017 0.017 2528 0.789 0.789 2528 0.013 0.013 2528 0.008 0.008 2528 0.057 0.057 2528 0.190 0.190 2528 0.033 0.033 2528 1.000 1.000 2528 0.000 0.000 2528 2.548 1.000 2.548 1.000
22.500 2528 0.023 0.023 2528 0.027 0.027 2528 0.074 0.074 2528 0.041 0.041 2528 0.043 0.043 2528 0.003 0.003 2528 0.004 0.004 2528 0.004 0.004 2528 0.960 0.960 2528 0.000 0.000 2528 0.000 0.000 2528 0.051 0.051 2528 0.015 0.015 2528 0.007 0.007 2528 1.000 1.000 2528 0.000 0.000 2528 2.250 1.000 2.250 1.000
23.000 2528 0.066 0.066 2528 0.032 0.032 2528 0.039 0.039 2528 0.079 0.079 2528 0.018 0.018 2528 0.046 0.046 2528 0.032 0.032 2528 0.017 0.017 2528 0.947 0.947 2528 0.000 0.000 2528 0.025 0.025 2528 0.065 0.065 2528 0.029 0.029 2528 0.013 0.013 2528 1.000 1.000 2528 0.000 0.000 2528 2.407 1.000 2.407 1.000
23.500 2528 0.061 0.061 2528 0.032 0.032 2528 0.035 0.035 2528 0.081 0.081 2528 0.042 0.042 2528 0.073 0.073 2528 0.032 0.032 2528 0.024 0.024 2528 0.979 0.979 2528 0.000 0.000 2528 0.025 0.025 2528 0.065 0.065 2528 0.029 0.029 2528 0.013 0.013 2528 0.967 0.967 2528 0.027 0.027 2528 2.486 0.979 2.486 0.979
24.000 2528 0.053 0.053 2528 0.032 0.032 2528 0.064 0.064 2528 0.060 0.060 2528 0.042 0.042 2528 0.074 0.074 2528 0.032 0.032 2528 0.024 0.024 2528 0.863 0.863 2528 0.113 0.113 2528 0.025 0.025 2528 0.015 0.015 2528 0.029 0.029 2528 0.013 0.013 2528 0.717 0.717 2528 0.277 0.277 2528 2.432 0.863 2.432 0.863
24.500 2528 0.057 0.057 2528 0.017 0.017 2528 0.078 0.078 2528 0.104 0.104 2528 0.072 0.072 2528 0.081 0.081 2528 0.032 0.032 2528 0.047 0.047 2528 0.613 0.613 2528 0.346 0.346 2528 0.025 0.025 2528 0.015 0.015 2528 0.042 0.042 2528 0.016 0.016 2528 0.467 0.467 2528 0.527 0.527 2528 2.538 0.613 2.538 0.613
25.000 2528 0.020 0.020 2528 0.007 0.007 2528 0.083 0.083 2528 0.065 0.065 2528 0.062 0.062 2528 0.070 0.070 2528 0.001 0.001 2528 0.043 0.043 2528 0.375 0.375 2528 0.596 0.596 2528 0.000 0.000 2528 0.000 0.000 2528 0.016 0.016 2528 0.003 0.003 2528 0.217 0.217 2528 0.777 0.777 2528 2.335 0.777 2.335 0.777
25.500 2528 0.034 0.034 2528 0.030 0.030 2528 0.111 0.111 2528 0.063 0.063 2528 0.036 0.036 2528 0.066 0.066 2528 0.014 0.014 2528 0.058 0.058 2528 0.125 0.125 2528 0.846 0.846 2528 0.020 0.020 2528 0.010 0.010 2528 0.034 0.034 2528 0.019 0.019 2528 0.000 0.000 2528 1.000 1.000 2528 2.467 1.000 2.467 1.000
26.000 2528 0.048 0.048 2528 0.045 0.045 2528 0.133 0.133 2528 0.063 0.063 2528 0.041 0.041 2528 0.074 0.074 2528 0.014 0.014 2528 0.061 0.061 2528 0.000 0.000 2528 0.983 0.983 2528 0.020 0.020 2528 0.023 0.023 2528 0.034 0.034 2528 0.031 0.031 2528 0.000 0.000 2528 1.000 1.000 2528 2.571 1.000 2.571 1.000
26.500 2528 0.047 0.047 2528 0.041 0.041 2528 0.177 0.177 2528 0.003 0.003 2528 0.012 0.012 2528 0.092 0.092 2528 0.014 0.014 2528 0.039 0.039 2528 0.000 0.000 2528 0.996 0.996 2528 0.020 0.020 2528 0.027 0.027 2528 0.021 0.021 2528 0.028 0.028 2528 0.000 0.000 2528 1.000 1.000 2528 2.516 1.000 2.516 1.000
27.000 2528 0.034 0.034 2528 0.041 0.041 2528 0.153 0.153 2528 0.000 0.000 2528 0.012 0.012 2528 0.060 0.060 2528 0.016 0.016 2528 0.026 0.026 2528 0.079 0.079 2528 0.910 0.910 2528 0.020 0.020 2528 0.027 0.027 2528 0.018 0.018 2528 0.028 0.028 2528 0.000 0.000 2528 1.000 1.000 2528 2.426 1.000 2.426 1.000
27.500 2528 0.073 0.073 2528 0.052 0.052 2528 0.146 0.146 2528 0.036 0.036 2528 0.131 0.131 2528 0.061 0.061 2528 0.026 0.026 2528 0.028 0.028 2528 0.312 0.312 2528 0.681 0.681 2528 0.036 0.036 2528 0.030 0.030 2528 0.076 0.076 2528 0.020 0.020 2528 0.033 0.033 2528 0.988 0.988 2528 2.730 0.988 2.730 0.988
28.000 2528 0.062 0.062 2528 0.116 0.116 2528 0.096 0.096 2528 0.095 0.095 2528 0.134 0.134 2528 0.075 0.075 2528 0.026 0.026 2528 0.028 0.028 2528 0.317 0.317 2528 0.433 0.433 2528 0.053 0.053 2528 0.029 0.029 2528 0.326 0.326 2528 0.007 0.007 2528 0.236 0.236 2528 0.775 0.775 2528 2.809 0.775 2.809 0.775
28.500 2528 0.072 0.072 2528 0.130 0.130 2528 0.090 0.090 2528 0.114 0.114 2528 0.138 0.138 2528 0.050 0.050 2528 0.029 0.029 2528 0.028 0.028 2528 0.317 0.317 2528 0.187 0.187 2528 0.075 0.075 2528 0.038 0.038 2528 0.576 0.576 2528 0.007 0.007 2528 0.486 0.486 2528 0.525 0.525 2528 2.861 0.576 2.861 0.576
29.000 2528 0.072 0.072 2528 0.191 0.191 2528 0.090 0.090 2528 0.116 0.116 2528 0.141 0.141 2528 0.054 0.054 2528 0.025 0.025 2528 0.028 0.028 2528 0.238 0.238 2528 0.022 0.022 2528 0.075 0.075 2528 0.038 0.038 2528 0.826 0.826 2528 0.007 0.007 2528 0.736 0.736 2528 0.275 0.275 2528 2.934 0.826 2.934 0.826
29.500 2528 0.019 0.019 2528 0.266 0.266 2528 0.065 0.065 2528 0.084 0.084 2528 0.014 0.014 2528 0.030 0.030 2528 0.003 0.003 2528 0.003 0.003 2528 0.005 0.005 2528 0.001 0.001 2528 0.040 0.040 2528 0.025 0.025 2528 0.987 0.987 2528 0.000 0.000 2528 0.952 0.952 2528 0.037 0.037 2528 2.533 0.987 2.533 0.987
30.000 2528 0.027 0.027 2528 0.220 0.220 2528 0.093 0.093 2528 0.049 0.049 2528 0.064 0.064 2528 0.035 0.035 2528 0.040 0.040 2528 0.024 0.024 2528 0.060 0.060 2528 0.048 0.048 2528 0.045 0.045 2528 0.054 0.054 2528 0.987 0.987 2528 0.000 0.000 2528 1.000 1.000 2528 0.000 0.000 2528 2.747 1.000 2.747 1.000
