time[s] cpu.0.freq[Mhz] cpu.0.recload cpu.0.load cpu.1.freq[Mhz] cpu.1.recload cpu.1.load cpu.2.freq[Mhz] cpu.2.recload cpu.2.load cpu.3.freq[Mhz] cpu.3.recload cpu.3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
2.000 2401 0.105 0.084 2401 0.084 0.074 2401 0.044 0.035 2401 0.049 0.036 2401 0.282 0.207 0.229 0.169
4.000 2401 0.118 0.083 2401 0.061 0.043 2401 0.048 0.034 2401 0.066 0.047 2401 0.293 0.210 0.208 0.148
6.000 2401 0.110 0.078 2401 0.055 0.039 2401 0.101 0.072 2401 0.060 0.043 2401 0.327 0.211 0.231 0.149
8.000 2401 0.100 0.071 2401 0.046 0.033 2401 0.055 0.039 2401 0.075 0.053 2401 0.276 0.177 0.195 0.126
10.000 2401 0.098 0.069 2401 0.065 0.046 2401 0.056 0.040 2401 0.054 0.038 2401 0.273 0.189 0.193 0.134
12.000 2401 0.100 0.071 2401 0.091 0.064 2401 0.099 0.070 2401 0.119 0.084 2401 0.408 0.265 0.289 0.188
14.000 2401 0.105 0.074 2401 0.066 0.047 2401 0.031 0.022 2401 0.088 0.063 2401 0.291 0.200 0.206 0.141
16.000 2401 0.092 0.065 2401 0.065 0.046 2401 0.080 0.057 2401 0.059 0.042 2401 0.296 0.202 0.209 0.143
18.000 2401 0.106 0.075 2401 0.047 0.033 2401 0.147 0.104 2401 0.069 0.049 2401 0.369 0.249 0.261 0.177
20.000 2401 0.141 0.100 2401 0.099 0.070 2401 0.087 0.062 2401 0.072 0.051 2401 0.399 0.262 0.282 0.185
22.000 2401 0.112 0.080 2401 0.084 0.060 2401 0.097 0.069 2401 0.068 0.048 2401 0.362 0.242 0.256 0.172
24.000 2401 0.122 0.086 2401 0.088 0.063 2401 0.077 0.054 2401 0.069 0.049 2401 0.356 0.252 0.252 0.178
26.000 2401 0.119 0.084 2401 0.055 0.039 2401 0.105 0.075 2401 0.083 0.059 2401 0.362 0.242 0.256 0.171
28.000 2401 0.103 0.073 2401 0.082 0.058 2401 0.103 0.073 2401 0.080 0.057 2401 0.367 0.239 0.260 0.169
30.000 2401 0.134 0.095 2401 0.050 0.036 2401 0.102 0.072 2401 0.048 0.034 2401 0.335 0.245 0.237 0.173
