time[s] cpu.0.freq[MHz] cpu.0.recload cpu.0.load cpu.1.freq[MHz] cpu.1.recload cpu.1.load cpu.2.freq[MHz] cpu.2.recload cpu.2.load cpu.3.freq[MHz] cpu.3.recload cpu.3.load cpu.4.freq[MHz] cpu.4.recload cpu.4.load cpu.5.freq[MHz] cpu.5.recload cpu.5.load cpu.6.freq[MHz] cpu.6.recload cpu.6.load cpu.7.freq[MHz] cpu.7.recload cpu.7.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
7.650 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
7.675 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
7.700 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
7.725 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
7.750 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
7.775 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
7.800 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
7.825 768 0.250 0.553 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.250 0.553 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.500 0.250 1.107 0.553
7.850 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
7.875 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.667 0.333 1.476 0.738
7.900 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
7.925 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.667 0.333 1.476 0.738
7.950 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
7.975 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.667 0.333 1.476 0.738
8.000 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.667 0.333 1.476 0.738
8.025 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.050 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.075 768 0.000 0.000 768 0.333 0.738 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.333 0.738 768 0.333 0.738 768 0.000 0.000 768 1.333 0.333 2.951 0.738
8.100 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.125 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.150 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.175 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.200 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.225 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.250 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.275 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.300 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.325 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.350 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.375 768 0.333 0.738 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.333 0.738 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 1.333 0.333 2.951 0.738
8.400 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.425 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.450 768 0.667 1.476 768 0.000 0.000 768 0.333 0.738 768 0.250 0.553 768 0.667 1.476 768 0.000 0.000 768 0.333 0.738 768 0.250 0.553 768 2.500 0.667 5.534 1.476
8.475 768 0.000 0.476 768 0.667 1.476 768 0.000 0.000 768 0.333 0.738 768 0.000 0.476 768 0.667 1.476 768 0.000 0.000 768 0.333 0.738 768 2.000 0.667 5.378 1.476
8.500 768 0.000 0.000 768 0.000 0.476 768 0.000 0.000 768 1.000 2.214 768 0.000 0.000 768 0.000 0.476 768 0.000 0.000 768 1.000 2.214 768 2.000 1.000 5.378 2.214
8.525 768 1.000 2.214 768 0.000 0.000 768 0.333 0.738 768 0.000 1.214 768 1.000 2.214 768 0.000 0.000 768 0.333 0.738 768 0.000 1.214 768 2.667 1.000 8.330 2.214
8.550 768 1.000 3.124 768 0.000 0.000 768 0.000 0.000 768 0.000 0.160 768 1.000 3.124 768 0.000 0.000 768 0.000 0.000 768 0.000 0.160 768 2.000 1.000 6.568 3.124
8.575 768 0.000 2.832 768 1.000 2.214 768 0.000 0.000 768 0.333 0.738 768 0.000 2.832 768 1.000 2.214 768 0.000 0.000 768 0.333 0.738 768 2.667 1.000 11.566 2.832
8.600 768 0.000 1.832 768 0.667 2.689 768 0.000 0.000 768 0.333 0.738 768 0.000 1.832 768 0.667 2.689 768 0.000 0.000 768 0.333 0.738 768 2.000 0.667 10.517 2.689
8.625 768 0.333 1.569 768 0.000 2.534 768 0.000 0.000 768 0.000 0.000 768 0.333 1.569 768 0.000 2.534 768 0.000 0.000 768 0.000 0.000 768 0.667 0.333 8.207 2.534
8.650 768 0.000 0.569 768 0.000 1.534 768 0.000 0.000 768 0.000 0.000 768 0.000 0.569 768 0.000 1.534 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 4.207 1.534
8.675 768 0.000 0.000 768 0.000 0.214 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.214 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.427 0.214
8.700 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.725 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.750 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.775 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.800 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.825 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.850 768 0.000 0.000 768 0.500 1.107 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.500 1.107 768 0.000 0.000 768 0.000 0.000 768 1.000 0.500 2.214 1.107
8.875 768 0.000 0.000 768 0.000 0.071 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.071 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.142 0.071
8.900 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.925 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.950 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
8.975 768 0.000 0.000 768 0.000 0.000 768 0.250 0.553 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.250 0.553 768 0.000 0.000 768 0.500 0.250 1.107 0.553
9.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.025 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.050 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.075 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.100 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.125 768 0.000 0.000 768 0.333 0.738 768 0.000 0.000 768 0.250 0.553 768 0.000 0.000 768 0.333 0.738 768 0.000 0.000 768 0.250 0.553 768 1.167 0.333 2.582 0.738
9.150 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.175 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.200 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.225 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.250 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.275 768 0.667 1.476 768 0.333 0.738 768 0.667 1.476 768 0.667 1.476 768 0.667 1.476 768 0.333 0.738 768 0.667 1.476 768 0.667 1.476 768 4.667 0.667 10.330 1.476
9.300 768 0.667 1.951 768 0.000 0.000 768 0.333 1.214 768 0.000 0.476 768 0.667 1.951 768 0.000 0.000 768 0.333 1.214 768 0.000 0.476 768 2.000 0.667 7.281 1.951
9.325 768 0.000 0.951 768 0.000 0.000 768 1.000 2.427 768 0.000 0.000 768 0.000 0.951 768 0.000 0.000 768 1.000 2.427 768 0.000 0.000 768 2.000 1.000 6.757 2.427
9.350 768 0.667 1.476 768 0.000 0.000 768 0.333 2.165 768 0.000 0.000 768 0.667 1.476 768 0.000 0.000 768 0.333 2.165 768 0.000 0.000 768 2.000 0.667 7.281 2.165
9.375 768 0.500 1.464 768 0.000 0.000 768 0.000 0.874 768 0.500 1.107 768 0.500 1.464 768 0.000 0.000 768 0.000 0.874 768 0.500 1.107 768 2.000 0.500 6.888 1.464
9.400 768 1.000 2.832 768 0.000 0.000 768 0.000 0.000 768 0.000 0.142 768 1.000 2.832 768 0.000 0.000 768 0.000 0.000 768 0.000 0.142 768 2.000 1.000 5.948 2.832
9.425 768 0.000 1.832 768 0.667 1.476 768 0.000 0.000 768 0.000 0.000 768 0.000 1.832 768 0.667 1.476 768 0.000 0.000 768 0.000 0.000 768 1.333 0.667 6.615 1.832
9.450 768 0.333 1.569 768 0.333 1.214 768 0.000 0.000 768 0.333 0.738 768 0.333 1.569 768 0.333 1.214 768 0.000 0.000 768 0.333 0.738 768 2.000 0.333 7.042 1.569
9.475 768 0.000 0.569 768 0.000 0.214 768 0.000 0.000 768 0.000 0.000 768 0.000 0.569 768 0.000 0.214 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 1.566 0.569
9.500 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.525 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.550 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.575 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.600 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.625 768 0.000 0.000 768 0.000 0.000 768 0.400 0.885 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.400 0.885 768 0.333 0.738 768 1.467 0.400 3.247 0.885
9.650 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.675 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.700 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.725 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.750 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.775 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.800 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.825 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.850 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.875 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.900 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.925 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.950 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
9.975 768 0.000 0.000 768 0.000 0.000 768 0.500 1.107 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.500 1.107 768 0.000 0.000 768 1.000 0.500 2.214 1.107
10.000 768 0.667 1.476 768 0.000 0.000 768 0.000 0.053 768 0.000 0.000 768 0.667 1.476 768 0.000 0.000 768 0.000 0.053 768 0.000 0.000 768 1.333 0.667 3.058 1.476
10.025 768 0.000 0.476 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.476 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.951 0.476
10.050 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.075 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.200 0.443 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.200 0.443 768 0.400 0.200 0.885 0.443
10.100 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.125 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.150 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.175 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.200 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.225 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.250 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.275 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.300 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.325 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.350 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.375 768 0.250 0.553 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.250 0.553 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.500 0.250 1.107 0.553
10.400 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.425 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.450 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.333 0.738 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.667 0.333 1.476 0.738
10.475 768 0.333 0.738 768 0.667 1.476 768 0.000 0.000 768 1.000 2.214 768 0.333 0.738 768 0.667 1.476 768 0.000 0.000 768 1.000 2.214 768 4.000 1.000 8.854 2.214
10.500 768 0.000 0.000 768 0.000 0.476 768 0.000 0.000 768 1.000 3.427 768 0.000 0.000 768 0.000 0.476 768 0.000 0.000 768 1.000 3.427 768 2.000 1.000 7.806 3.427
10.525 768 0.000 0.000 768 0.000 0.000 768 0.667 1.476 768 0.000 2.427 768 0.000 0.000 768 0.000 0.000 768 0.667 1.476 768 0.000 2.427 768 1.333 0.667 7.806 2.427
10.550 768 0.000 0.000 768 0.000 0.000 768 1.000 3.165 768 0.000 1.427 768 0.000 0.000 768 0.000 0.000 768 1.000 3.165 768 0.000 1.427 768 2.000 1.000 9.184 3.165
10.575 768 0.000 0.000 768 0.667 1.476 768 0.000 2.165 768 0.250 0.874 768 0.000 0.000 768 0.667 1.476 768 0.000 2.165 768 0.250 0.874 768 1.833 0.667 9.029 2.165
10.600 768 0.000 0.000 768 0.000 0.476 768 0.000 1.165 768 1.000 2.214 768 0.000 0.000 768 0.000 0.476 768 0.000 1.165 768 1.000 2.214 768 2.000 1.000 7.708 2.214
10.625 768 0.000 0.000 768 0.000 0.000 768 0.000 0.165 768 0.000 1.820 768 0.000 0.000 768 0.000 0.000 768 0.000 0.165 768 0.000 1.820 768 0.000 0.000 3.970 1.820
10.650 768 0.333 0.738 768 0.667 1.476 768 0.000 0.000 768 0.500 1.517 768 0.333 0.738 768 0.667 1.476 768 0.000 0.000 768 0.500 1.517 768 3.000 0.667 7.461 1.517
10.675 768 0.250 0.553 768 0.250 0.910 768 0.250 0.553 768 0.000 0.517 768 0.250 0.553 768 0.250 0.910 768 0.250 0.553 768 0.000 0.517 768 1.500 0.250 5.068 0.910
10.700 768 0.667 1.476 768 0.333 0.738 768 0.333 0.738 768 0.333 0.738 768 0.667 1.476 768 0.333 0.738 768 0.333 0.738 768 0.333 0.738 768 3.333 0.667 7.378 1.476
10.725 768 0.000 0.476 768 0.333 0.738 768 0.667 1.476 768 0.333 0.738 768 0.000 0.476 768 0.333 0.738 768 0.667 1.476 768 0.333 0.738 768 2.667 0.667 6.854 1.476
10.750 768 0.000 0.000 768 0.000 0.000 768 0.000 0.714 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.714 768 0.000 0.000 768 0.000 0.000 1.427 0.714
10.775 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.800 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 0.000 0.000
10.825 768 0.000 0.000 768 0.333 0.738 768 0.167 0.369 768 0.167 0.369 768 0.000 0.000 768 0.333 0.738 768 0.167 0.369 768 0.167 0.369 768 1.333 0.333 2.951 0.738
10.850 768 1.000 2.214 768 0.000 0.000 768 0.000 0.000 768 0.333 0.738 768 1.000 2.214 768 0.000 0.000 768 0.000 0.000 768 0.333 0.738 768 2.667 1.000 5.903 2.214
10.875 768 1.000 3.427 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 1.000 3.427 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 768 2.000 1.000 6.854 3.427
10.900 768 0.333 3.165 768 0.667 1.476 768 0.333 0.738 768 0.333 0.738 768 0.333 3.165 768 0.667 1.476 768 0.333 0.738 768 0.333 0.738 768 3.333 0.667 12.233 3.165
10.925 768 0.667 3.641 768 1.000 2.927 768 0.333 0.738 768 0.333 0.738 768 0.667 3.641 768 1.000 2.927 768 0.333 0.738 768 0.333 0.738 768 4.667 1.000 16.087 3.641
10.950 768 0.000 2.641 768 0.000 0.964 768 0.000 0.000 768 0.000 0.000 768 0.000 2.641 768 0.000 0.964 768 0.000 0.000 768 0.000 0.000 768 0.000 0.000 7.208 2.641
10.975 768 0.250 1.784 768 0.500 1.107 768 0.750 1.660 768 0.000 0.000 768 0.250 1.784 768 0.500 1.107 768 0.750 1.660 768 0.000 0.000 768 3.000 0.750 9.102 1.784
