time[s] cpu.0.freq[Mhz] cpu.0.recload cpu.0.load cpu.1.freq[Mhz] cpu.1.recload cpu.1.load cpu.2.freq[Mhz] cpu.2.recload cpu.2.load cpu.3.freq[Mhz] cpu.3.recload cpu.3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
0.025 1700 0.000 0.000 1700 0.333 0.333 1700 1.000 1.000 1700 0.000 0.000 1700 1.333 1.000 1.333 1.000
0.050 1700 0.167 0.167 1700 0.333 0.333 1700 1.000 1.000 1700 0.000 0.000 1700 1.500 1.000 1.500 1.000
0.075 1700 0.333 0.333 1700 0.444 0.444 1700 0.889 0.889 1700 0.000 0.000 1700 1.667 0.889 1.667 0.889
0.100 1700 0.417 0.417 1700 0.583 0.583 1700 0.667 0.667 1700 0.000 0.000 1700 1.667 0.667 1.667 0.667
0.125 1700 0.333 0.333 1700 0.667 0.667 1700 0.583 0.583 1700 0.000 0.000 1700 1.583 0.667 1.583 0.667
0.150 1700 0.278 0.278 1700 0.722 0.722 1700 0.486 0.486 1700 0.000 0.000 1700 1.486 0.722 1.486 0.722
0.175 1700 0.238 0.238 1700 0.762 0.762 1700 0.417 0.417 1700 0.000 0.000 1700 1.417 0.762 1.417 0.762
0.200 1700 0.208 0.208 1700 0.792 0.792 1700 0.365 0.365 1700 0.000 0.000 1700 1.365 0.792 1.365 0.792
0.225 1700 0.185 0.185 1700 0.741 0.741 1700 0.324 0.324 1700 0.000 0.000 1700 1.250 0.741 1.250 0.741
0.250 1700 0.167 0.167 1700 0.692 0.692 1700 0.317 0.317 1700 0.000 0.000 1700 1.175 0.692 1.175 0.692
0.275 1700 0.152 0.152 1700 0.629 0.629 1700 0.288 0.288 1700 0.000 0.000 1700 1.068 0.629 1.068 0.629
0.300 1700 0.167 0.167 1700 0.604 0.604 1700 0.264 0.264 1700 0.000 0.000 1700 1.035 0.604 1.035 0.604
0.325 1700 0.154 0.154 1700 0.558 0.558 1700 0.244 0.244 1700 0.000 0.000 1700 0.955 0.558 0.955 0.558
0.350 1700 0.143 0.143 1700 0.518 0.518 1700 0.226 0.226 1700 0.000 0.000 1700 0.887 0.518 0.887 0.518
