time[s] cpu.0.freq[Mhz] cpu.0.recload cpu.0.load cpu.1.freq[Mhz] cpu.1.recload cpu.1.load cpu.2.freq[Mhz] cpu.2.recload cpu.2.load cpu.3.freq[Mhz] cpu.3.recload cpu.3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
0.025 1700 1.000 1.000 1700 0.667 0.667 1700 0.667 0.667 1700 0.667 0.667 1700 3.000 1.000 3.000 1.000
0.050 1700 1.000 1.000 1700 0.459 0.459 1700 0.834 0.834 1700 0.584 0.584 1700 2.875 1.000 2.875 1.000
0.075 1700 0.778 0.778 1700 0.306 0.306 1700 0.889 0.889 1700 0.389 0.389 1700 2.361 1.000 2.361 1.000
0.100 1700 0.667 0.667 1700 0.229 0.229 1700 0.917 0.917 1700 0.292 0.292 1700 2.104 1.000 2.104 1.000
0.125 1700 0.533 0.533 1700 0.183 0.183 1700 0.933 0.933 1700 0.233 0.233 1700 1.883 1.000 1.883 1.000
0.150 1700 0.444 0.444 1700 0.153 0.153 1700 0.945 0.945 1700 0.250 0.250 1700 1.792 1.000 1.792 1.000
0.175 1700 0.381 0.381 1700 0.131 0.131 1700 0.952 0.952 1700 0.214 0.214 1700 1.678 1.000 1.678 1.000
0.200 1700 0.333 0.333 1700 0.146 0.146 1700 0.833 0.833 1700 0.188 0.188 1700 1.500 0.906 1.500 0.906
0.225 1700 0.296 0.296 1700 0.130 0.130 1700 0.741 0.741 1700 0.167 0.167 1700 1.333 0.806 1.333 0.806
0.250 1700 0.267 0.267 1700 0.117 0.117 1700 0.667 0.667 1700 0.150 0.150 1700 1.200 0.725 1.200 0.725
0.275 1700 0.242 0.242 1700 0.106 0.106 1700 0.606 0.606 1700 0.136 0.136 1700 1.091 0.659 1.091 0.659
0.300 2401 0.222 0.222 2401 0.097 0.097 2401 0.556 0.556 2401 0.125 0.125 2401 1.000 0.604 1.000 0.604
0.325 2401 0.205 0.205 2401 0.090 0.090 2401 0.513 0.513 2401 0.115 0.115 2401 0.923 0.558 0.923 0.558
0.350 2401 0.190 0.190 2401 0.083 0.083 2401 0.476 0.476 2401 0.107 0.107 2401 0.857 0.518 0.857 0.518
0.375 2401 0.200 0.193 2401 0.100 0.094 2401 0.461 0.456 2401 0.100 0.100 2401 0.861 0.506 0.843 0.499
0.400 2401 0.187 0.181 2401 0.094 0.088 2401 0.432 0.428 2401 0.094 0.094 2401 0.807 0.474 0.790 0.468
0.425 2401 0.176 0.171 2401 0.088 0.083 2401 0.407 0.403 2401 0.088 0.088 2401 0.760 0.446 0.744 0.440
0.450 2401 0.167 0.161 2401 0.083 0.078 2401 0.384 0.380 2401 0.083 0.083 2401 0.718 0.421 0.703 0.416
0.475 2401 0.158 0.153 2401 0.079 0.074 2401 0.364 0.360 2401 0.079 0.079 2401 0.680 0.399 0.666 0.394
0.500 2401 0.187 0.172 2401 0.075 0.070 2401 0.346 0.342 2401 0.075 0.075 2401 0.683 0.417 0.659 0.401
0.525 2401 0.194 0.175 2401 0.087 0.078 2401 0.345 0.337 2401 0.083 0.080 2401 0.710 0.413 0.670 0.393
0.550 2401 0.186 0.167 2200 0.083 0.074 2200 0.330 0.322 2200 0.080 0.076 2401 0.678 0.394 0.639 0.375
0.575 2200 0.177 0.160 2200 0.080 0.071 2200 0.315 0.308 2200 0.076 0.073 2200 0.649 0.377 0.611 0.359
0.600 2200 0.170 0.153 2200 0.076 0.068 2200 0.302 0.295 2200 0.073 0.070 2200 0.622 0.361 0.586 0.344
0.625 2200 0.163 0.147 2200 0.073 0.066 2200 0.290 0.283 2200 0.070 0.067 2200 0.597 0.347 0.563 0.330
0.650 2200 0.157 0.141 2200 0.096 0.083 2200 0.304 0.292 2200 0.067 0.065 2200 0.625 0.359 0.581 0.337
0.675 2200 0.176 0.155 2200 0.117 0.099 2200 0.306 0.291 2200 0.077 0.072 2200 0.676 0.370 0.616 0.344
0.700 2200 0.170 0.149 2200 0.131 0.109 2200 0.307 0.290 2200 0.110 0.097 2200 0.717 0.393 0.645 0.359
0.725 2200 0.164 0.144 2200 0.126 0.105 2200 0.307 0.289 2200 0.106 0.093 2200 0.704 0.391 0.632 0.356
0.750 2200 0.158 0.139 2200 0.122 0.102 2200 0.297 0.279 2200 0.103 0.090 2200 0.680 0.378 0.610 0.344
0.775 2200 0.153 0.135 2200 0.118 0.099 2200 0.288 0.270 2200 0.099 0.087 2200 0.659 0.366 0.591 0.333
0.800 2200 0.148 0.131 2200 0.115 0.095 2200 0.289 0.270 2200 0.109 0.094 2200 0.661 0.367 0.590 0.332
0.825 1900 0.164 0.145 1900 0.121 0.102 1900 0.290 0.270 1900 0.126 0.109 1900 0.701 0.376 0.626 0.340
0.850 1900 0.189 0.167 1900 0.147 0.125 1900 0.301 0.280 1900 0.142 0.124 1900 0.779 0.394 0.696 0.356
0.875 1900 0.212 0.188 1900 0.171 0.147 1900 0.321 0.298 1900 0.166 0.146 1900 0.871 0.411 0.778 0.372
0.900 1900 0.234 0.207 1900 0.194 0.168 1900 0.340 0.314 1900 0.189 0.167 1900 0.958 0.428 0.856 0.386
0.925 1900 0.254 0.226 1900 0.216 0.187 1900 0.358 0.330 1900 0.211 0.186 1900 1.040 0.443 0.929 0.400
0.950 1900 0.274 0.244 1900 0.237 0.206 1900 0.375 0.345 1900 0.214 0.189 1900 1.100 0.458 0.983 0.413
0.975 1900 0.293 0.260 1900 0.248 0.216 1900 0.391 0.359 1900 0.226 0.200 1900 1.158 0.472 1.035 0.425
1.000 1900 0.294 0.261 1900 0.258 0.225 1900 0.381 0.350 1900 0.245 0.217 1900 1.179 0.485 1.054 0.437
1.025 1900 0.295 0.262 1900 0.276 0.242 1900 0.380 0.349 1900 0.264 0.234 1900 1.215 0.498 1.086 0.448
1.050 1900 0.311 0.277 1900 0.294 0.257 1900 0.395 0.362 1900 0.281 0.249 1900 1.281 0.510 1.145 0.459
1.075 2401 0.327 0.287 2401 0.310 0.268 2401 0.409 0.370 2401 0.298 0.260 2401 1.345 0.521 1.185 0.465
1.100 2401 0.343 0.297 2401 0.326 0.278 2401 0.422 0.377 2401 0.314 0.270 2401 1.405 0.532 1.222 0.470
1.125 2401 0.343 0.295 2401 0.333 0.282 2401 0.428 0.379 2401 0.322 0.275 2401 1.425 0.535 1.232 0.470
1.150 2401 0.350 0.299 2401 0.333 0.281 2401 0.426 0.376 2401 0.322 0.274 2401 1.431 0.538 1.231 0.470
1.175 2401 0.349 0.298 2401 0.326 0.275 2401 0.427 0.376 2401 0.329 0.278 2401 1.432 0.540 1.227 0.470
