time[s] cpu.0.freq[Mhz] cpu.0.recload cpu.0.load cpu.1.freq[Mhz] cpu.1.recload cpu.1.load cpu.2.freq[Mhz] cpu.2.recload cpu.2.load cpu.3.freq[Mhz] cpu.3.recload cpu.3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
0.525 1700 0.333 0.333 1700 0.333 0.333 1700 0.333 0.333 1700 0.250 0.250 1700 1.250 0.333 1.250 0.333
0.550 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 0.000 0.000
0.575 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
0.600 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
0.625 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
0.650 1500 0.000 0.000 1500 0.667 0.756 1500 0.667 0.756 1500 0.000 0.000 1500 1.333 0.667 1.511 0.756
0.675 1500 0.667 0.756 1500 0.667 0.756 1500 0.333 0.378 1500 0.333 0.378 1500 2.000 0.667 2.267 0.756
0.700 1500 0.000 0.000 1500 0.500 0.567 1500 0.333 0.378 1500 1.000 1.133 1500 1.833 1.000 2.078 1.133
0.725 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.378 1500 0.000 0.067 1500 0.333 0.333 0.444 0.378
0.750 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
0.775 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
0.800 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.378 1500 0.400 0.453 1500 0.733 0.400 0.831 0.453
0.825 1500 0.667 0.756 1500 0.333 0.378 1500 0.333 0.378 1500 0.667 0.756 1500 2.000 0.667 2.267 0.756
0.850 1500 1.000 1.133 1500 1.000 1.133 1500 0.667 0.756 1500 0.667 0.756 1500 3.333 1.000 3.778 1.133
0.875 1500 1.000 1.267 1500 1.000 1.267 1500 1.000 1.133 1500 1.000 1.133 1500 4.000 1.000 4.800 1.267
0.900 1500 1.000 1.400 1500 1.000 1.400 1500 1.000 1.267 1500 1.000 1.267 1500 4.000 1.000 5.333 1.400
0.925 1500 1.000 1.433 1500 1.000 1.433 1500 1.000 1.333 1500 1.000 1.333 1500 4.000 1.000 5.533 1.433
0.950 1500 1.000 1.711 1500 1.000 1.711 1500 1.000 1.578 1500 0.333 0.822 1500 3.333 1.000 5.822 1.711
0.975 1500 1.000 1.844 1500 0.667 1.467 1500 1.000 1.711 1500 0.667 0.756 1500 3.333 1.000 5.778 1.844
1.000 1500 0.333 1.222 1500 0.667 1.222 1500 0.000 0.711 1500 1.000 1.133 1500 2.000 1.000 4.289 1.222
1.025 1500 0.333 0.600 1500 1.000 1.356 1500 0.333 0.378 1500 1.000 1.267 1500 2.667 1.000 3.600 1.356
1.050 1500 1.000 1.133 1500 1.000 1.400 1500 1.000 1.133 1500 1.000 1.333 1500 4.000 1.000 5.000 1.400
1.075 1500 1.000 1.311 1500 1.000 1.667 1500 1.000 1.311 1500 1.000 1.578 1500 4.000 1.000 5.867 1.667
1.100 1500 1.000 1.444 1500 1.000 1.800 1500 1.000 1.444 1500 1.000 1.711 1500 4.000 1.000 6.400 1.800
1.125 1500 0.333 0.822 1500 0.667 1.556 1500 0.667 1.200 1500 0.667 1.467 1500 2.333 0.667 5.044 1.556
1.150 1500 0.667 0.756 1500 0.333 0.933 1500 0.333 0.578 1500 0.333 0.844 1500 1.667 0.667 3.111 0.933
1.175 1500 0.333 0.378 1500 0.000 0.000 1500 0.500 0.567 1500 0.667 0.756 1500 1.500 0.667 1.700 0.756
1.200 1500 0.250 0.283 1500 0.000 0.000 1500 0.200 0.227 1500 0.500 0.567 1500 0.950 0.500 1.077 0.567
1.225 1500 0.333 0.378 1500 0.667 0.756 1500 0.667 0.756 1500 0.333 0.378 1500 2.000 0.667 2.267 0.756
1.250 1500 0.333 0.378 1500 0.000 0.000 1500 1.000 1.133 1500 0.000 0.000 1500 1.333 1.000 1.511 1.133
1.275 1500 0.333 0.378 1500 0.667 0.756 1500 0.000 0.133 1500 0.000 0.000 1500 1.000 0.667 1.267 0.756
1.300 1500 0.000 0.000 1500 0.667 0.756 1500 0.333 0.378 1500 0.000 0.000 1500 1.000 0.667 1.133 0.756
1.325 1500 0.333 0.378 1500 0.000 0.000 1500 0.333 0.378 1500 0.333 0.378 1500 1.000 0.333 1.133 0.378
1.350 1500 0.250 0.283 1500 0.000 0.000 1500 0.250 0.283 1500 0.000 0.000 1500 0.500 0.250 0.567 0.283
1.375 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
1.400 1500 0.667 0.756 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.667 0.667 0.756 0.756
1.425 1500 0.333 0.378 1500 0.000 0.000 1500 0.500 0.567 1500 0.333 0.378 1500 1.167 0.500 1.322 0.567
1.450 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.378 1500 0.333 0.333 0.378 0.378
1.475 1500 0.000 0.000 1500 0.333 0.378 1500 0.000 0.000 1500 1.000 1.133 1500 1.333 1.000 1.511 1.133
1.500 1500 0.000 0.000 1500 0.250 0.283 1500 0.000 0.000 1500 0.333 0.511 1500 0.583 0.333 0.794 0.511
1.525 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.250 0.283 1500 0.250 0.250 0.283 0.283
1.550 1700 0.333 0.333 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.333 0.333 0.333 0.333
1.575 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 0.000 0.000
1.600 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.250 0.250 1700 0.250 0.250 0.250 0.250
1.625 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 1.000 1.000 1700 1.000 1.000 1.000 1.000
1.650 1700 0.000 0.000 1700 0.500 0.500 1700 0.500 0.500 1700 0.500 0.500 1700 1.500 0.500 1.500 0.500
1.675 1700 0.333 0.333 1700 0.333 0.333 1700 0.000 0.000 1700 0.000 0.000 1700 0.667 0.333 0.667 0.333
1.700 1700 0.667 0.667 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.667 0.667 0.667 0.667
1.725 1700 0.333 0.333 1700 1.000 1.000 1700 0.000 0.000 1700 0.333 0.333 1700 1.667 1.000 1.667 1.000
1.750 1700 0.333 0.333 1700 0.333 0.333 1700 0.667 0.667 1700 0.333 0.333 1700 1.667 0.667 1.667 0.667
1.775 1700 0.500 0.500 1700 0.750 0.750 1700 0.750 0.750 1700 0.750 0.750 1700 2.750 0.750 2.750 0.750
1.800 1700 0.000 0.000 1700 0.333 0.333 1700 0.333 0.333 1700 0.333 0.333 1700 1.000 0.333 1.000 0.333
1.825 1700 0.333 0.333 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.333 0.333 0.333 0.333
1.850 1700 0.333 0.333 1700 0.000 0.000 1700 0.000 0.000 1700 0.250 0.250 1700 0.583 0.333 0.583 0.333
1.875 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 0.000 0.000
1.900 1700 0.000 0.000 1700 0.250 0.250 1700 0.000 0.000 1700 0.000 0.000 1700 0.250 0.250 0.250 0.250
1.925 1700 0.250 0.250 1700 0.333 0.333 1700 0.333 0.333 1700 0.500 0.500 1700 1.417 0.500 1.417 0.500
1.950 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 0.000 0.000
1.975 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 0.000 0.000
2.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 0.000 0.000
2.025 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 0.000 0.000
2.050 1500 0.000 0.000 1500 0.000 0.000 1500 0.250 0.283 1500 0.000 0.000 1500 0.250 0.250 0.283 0.283
2.075 1500 0.667 0.756 1500 0.000 0.000 1500 0.200 0.227 1500 0.000 0.000 1500 0.867 0.667 0.982 0.756
2.100 1500 0.000 0.000 1500 0.333 0.378 1500 0.000 0.000 1500 0.333 0.378 1500 0.667 0.333 0.756 0.378
2.125 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.667 0.756 1500 1.000 0.667 1.133 0.756
2.150 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
2.175 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
2.200 1500 0.250 0.283 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.250 0.250 0.283 0.283
2.225 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
2.250 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
2.275 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
2.300 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
2.325 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
2.350 1500 1.000 1.133 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.378 1500 1.333 1.000 1.511 1.133
2.375 1500 1.000 1.233 1500 0.000 0.000 1500 0.250 0.283 1500 0.000 0.000 1500 1.250 1.000 1.517 1.233
2.400 1500 1.000 1.444 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 1.000 1.000 1.444 1.444
2.425 1500 0.667 1.200 1500 1.000 1.133 1500 1.000 1.133 1500 1.000 1.133 1500 3.667 1.000 4.600 1.200
2.450 1500 0.000 0.200 1500 0.667 0.889 1500 1.000 1.267 1500 0.000 0.067 1500 1.667 1.000 2.422 1.267
2.475 1500 0.333 0.378 1500 0.000 0.000 1500 1.000 1.400 1500 0.000 0.000 1500 1.333 1.000 1.778 1.400
2.500 1500 0.000 0.000 1500 0.250 0.283 1500 1.000 1.433 1500 0.000 0.000 1500 1.250 1.000 1.717 1.433
2.525 1375 0.000 0.000 1375 0.000 0.000 1375 1.000 1.867 1375 0.000 0.000 1375 1.000 1.000 1.867 1.867
2.550 1400 0.000 0.000 1400 0.667 0.810 1400 0.667 1.661 1400 0.000 0.000 1400 1.333 0.667 2.470 1.661
2.575 1400 0.667 0.810 1400 1.000 1.214 1400 0.333 1.065 1400 0.500 0.607 1400 2.500 1.000 3.696 1.214
2.600 1400 1.000 1.214 1400 0.667 1.024 1400 0.000 0.065 1400 0.000 0.000 1400 1.667 1.000 2.304 1.214
2.625 1400 1.000 1.375 1400 1.000 1.232 1400 0.000 0.000 1400 0.000 0.000 1400 2.000 1.000 2.607 1.375
2.650 1400 0.667 1.310 1400 0.333 0.714 1400 0.333 0.405 1400 0.667 0.810 1400 2.000 0.667 3.238 1.310
2.675 1400 0.667 1.119 1400 0.000 0.000 1400 0.000 0.000 1400 1.000 1.214 1400 1.667 1.000 2.333 1.214
2.700 1400 1.000 1.333 1400 0.000 0.000 1400 0.000 0.000 1400 0.667 1.024 1400 1.667 1.000 2.357 1.333
2.725 1400 1.000 1.548 1400 0.000 0.000 1400 0.333 0.405 1400 0.000 0.024 1400 1.333 1.000 1.976 1.548
2.750 1400 1.000 1.762 1400 0.000 0.000 1400 0.000 0.000 1400 0.333 0.405 1400 1.333 1.000 2.167 1.762
2.775 1400 1.000 1.786 1400 0.000 0.000 1400 0.250 0.304 1400 0.250 0.304 1400 1.500 1.000 2.393 1.786
2.800 1400 0.333 1.452 1400 0.000 0.000 1400 0.000 0.000 1400 0.667 0.810 1400 1.000 0.667 2.262 1.452
2.825 1400 0.000 0.452 1400 0.000 0.000 1400 0.000 0.000 1400 1.000 1.214 1400 1.000 1.000 1.667 1.214
2.850 1400 0.000 0.000 1400 0.000 0.000 1400 0.000 0.000 1400 1.000 1.429 1400 1.000 1.000 1.429 1.429
2.875 1400 0.000 0.000 1400 0.333 0.405 1400 0.167 0.202 1400 0.667 1.238 1400 1.167 0.667 1.845 1.238
2.900 1400 1.000 1.214 1400 1.000 1.214 1400 0.667 0.810 1400 1.000 1.452 1400 3.667 1.000 4.690 1.452
2.925 1400 0.750 1.071 1400 0.750 1.071 1400 0.750 0.911 1400 1.000 1.554 1400 3.250 1.000 4.607 1.554
2.950 1400 1.000 1.310 1400 1.000 1.310 1400 0.333 0.405 1400 1.000 1.952 1400 3.333 1.000 4.976 1.952
2.975 1400 0.000 0.310 1400 1.000 1.524 1400 1.000 1.214 1400 1.000 2.167 1400 3.000 1.000 5.214 2.167
3.000 1400 0.333 0.405 1400 1.000 1.738 1400 1.000 1.429 1400 1.000 2.381 1400 3.333 1.000 5.952 2.381
3.025 1400 0.333 0.405 1400 1.000 1.952 1400 1.000 1.643 1400 0.667 2.190 1400 3.000 1.000 6.190 2.190
3.050 1400 1.000 1.214 1400 1.000 2.167 1400 0.667 1.452 1400 1.000 2.405 1400 3.667 1.000 7.238 2.405
3.075 1500 1.000 1.283 1500 1.000 1.950 1500 0.750 1.167 1500 1.000 2.117 1500 3.750 1.000 6.517 2.117
3.100 1500 1.000 1.511 1500 1.000 2.400 1500 1.000 1.356 1500 1.000 2.622 1500 4.000 1.000 7.889 2.622
3.125 1500 0.333 0.889 1500 0.667 2.156 1500 0.333 0.733 1500 0.667 2.378 1500 2.000 0.667 6.156 2.378
3.150 1500 0.667 0.756 1500 1.000 2.289 1500 0.333 0.378 1500 0.667 2.133 1500 2.667 1.000 5.556 2.289
3.175 1500 0.000 0.000 1500 0.000 1.933 1500 0.000 0.000 1500 0.000 1.700 1500 0.000 0.000 3.633 1.933
3.200 1500 0.000 0.000 1500 0.200 0.600 1500 0.500 0.567 1500 0.000 0.280 1500 0.700 0.500 1.447 0.600
3.225 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
3.250 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
3.275 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.378 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
3.300 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
3.325 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
3.350 1500 0.000 0.000 1500 0.250 0.283 1500 0.250 0.283 1500 0.500 0.567 1500 1.000 0.500 1.133 0.567
3.375 1500 0.333 0.378 1500 0.500 0.567 1500 1.000 1.133 1500 0.000 0.000 1500 1.833 1.000 2.078 1.133
3.400 1500 0.000 0.000 1500 0.000 0.000 1500 1.000 1.267 1500 0.000 0.000 1500 1.000 1.000 1.267 1.267
3.425 1500 1.000 1.133 1500 1.000 1.133 1500 1.000 1.400 1500 0.333 0.378 1500 3.333 1.000 4.044 1.400
3.450 1500 0.000 0.133 1500 0.000 0.133 1500 0.333 0.778 1500 1.000 1.133 1500 1.333 1.000 2.178 1.133
3.475 1500 0.667 0.756 1500 0.000 0.000 1500 0.000 0.000 1500 1.000 1.267 1500 1.667 1.000 2.022 1.267
3.500 1500 0.250 0.283 1500 0.250 0.283 1500 0.000 0.000 1500 1.000 1.333 1500 1.500 1.000 1.900 1.333
3.525 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 1.000 1.578 1500 1.333 1.000 1.956 1.578
3.550 1500 0.000 0.000 1500 1.000 1.133 1500 0.000 0.000 1500 1.000 1.711 1500 2.000 1.000 2.844 1.711
3.575 1500 0.333 0.378 1500 0.333 0.511 1500 0.667 0.756 1500 1.000 1.844 1500 2.333 1.000 3.489 1.844
3.600 1500 0.333 0.378 1500 0.000 0.000 1500 0.333 0.378 1500 1.000 1.978 1500 1.667 1.000 2.733 1.978
3.625 1500 0.000 0.000 1500 0.000 0.000 1500 0.500 0.567 1500 0.000 0.978 1500 0.500 0.500 1.544 0.978
3.650 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
3.675 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
3.700 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.378 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
3.725 1500 0.000 0.000 1500 0.000 0.000 1500 0.500 0.567 1500 0.000 0.000 1500 0.500 0.500 0.567 0.567
3.750 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
3.775 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
3.800 1500 0.000 0.000 1500 0.250 0.283 1500 0.250 0.283 1500 0.000 0.000 1500 0.500 0.250 0.567 0.283
3.825 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
3.850 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
3.875 1500 0.333 0.378 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.667 0.333 0.756 0.378
3.900 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.378 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
3.925 1500 0.000 0.000 1500 0.750 0.850 1500 0.000 0.000 1500 0.500 0.567 1500 1.250 0.750 1.417 0.850
3.950 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
3.975 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
4.000 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
4.025 1500 0.333 0.378 1500 0.000 0.000 1500 0.333 0.378 1500 0.667 0.756 1500 1.333 0.667 1.511 0.756
4.050 1500 0.750 0.850 1500 0.250 0.283 1500 0.000 0.000 1500 0.000 0.000 1500 1.000 0.750 1.133 0.850
4.075 1500 0.333 0.378 1500 0.333 0.378 1500 0.333 0.378 1500 0.000 0.000 1500 1.000 0.333 1.133 0.378
4.100 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.667 0.756 1500 0.667 0.667 0.756 0.756
4.125 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.378 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
4.150 1500 0.333 0.378 1500 1.000 1.133 1500 0.000 0.000 1500 0.000 0.000 1500 1.333 1.000 1.511 1.133
4.175 1500 0.000 0.000 1500 0.200 0.253 1500 0.000 0.000 1500 0.000 0.000 1500 0.200 0.200 0.253 0.253
4.200 1500 0.250 0.283 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.250 0.250 0.283 0.283
4.225 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.378 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
4.250 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
4.275 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
4.300 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
4.325 1500 0.333 0.378 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.333 0.378 0.378
4.350 1500 0.000 0.000 1500 0.250 0.283 1500 0.400 0.453 1500 0.000 0.000 1500 0.650 0.400 0.737 0.453
4.375 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
4.400 1500 1.000 1.133 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 1.000 1.000 1.133 1.133
4.425 1500 1.000 1.267 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 1.000 1.000 1.267 1.267
4.450 1500 0.000 0.267 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.267 0.267
4.475 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
4.500 1500 0.500 0.567 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.500 0.500 0.567 0.567
4.525 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.333 0.378 1500 0.333 0.333 0.378 0.378
4.550 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
4.575 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
4.600 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
4.625 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
4.650 1500 0.250 0.283 1500 0.000 0.000 1500 0.250 0.283 1500 0.000 0.000 1500 0.500 0.250 0.567 0.283
4.675 1500 0.000 0.000 1500 0.250 0.283 1500 0.000 0.000 1500 0.000 0.000 1500 0.250 0.250 0.283 0.283
4.700 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
4.725 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 0.000 0.000
4.750 1500 0.333 0.378 1500 0.167 0.189 1500 0.000 0.000 1500 0.000 0.000 1500 0.500 0.333 0.567 0.378
4.775 1500 1.000 1.133 1500 0.000 0.000 1500 0.500 0.567 1500 0.500 0.567 1500 2.000 1.000 2.267 1.133
4.800 1500 1.000 1.311 1500 0.333 0.378 1500 0.667 0.756 1500 0.333 0.378 1500 2.333 1.000 2.822 1.311
4.825 1500 0.000 0.311 1500 0.000 0.000 1500 1.000 1.133 1500 0.000 0.000 1500 1.000 1.000 1.444 1.133
4.850 1500 0.000 0.000 1500 0.333 0.378 1500 1.000 1.267 1500 0.333 0.378 1500 1.667 1.000 2.022 1.267
4.875 1500 0.333 0.378 1500 1.000 1.133 1500 1.000 1.400 1500 0.667 0.756 1500 3.000 1.000 3.667 1.400
4.900 1500 1.000 1.133 1500 0.667 0.889 1500 0.667 1.156 1500 1.000 1.133 1500 3.333 1.000 4.311 1.156
4.925 1500 1.000 1.233 1500 1.000 1.133 1500 1.000 1.250 1500 1.000 1.233 1500 4.000 1.000 4.850 1.250
4.950 1500 1.000 1.444 1500 1.000 1.311 1500 1.000 1.467 1500 1.000 1.444 1500 4.000 1.000 5.667 1.467
4.975 1500 1.000 1.578 1500 1.000 1.444 1500 1.000 1.600 1500 1.000 1.578 1500 4.000 1.000 6.200 1.600
5.000 1500 1.000 1.711 1500 1.000 1.578 1500 1.000 1.733 1500 1.000 1.711 1500 4.000 1.000 6.733 1.733
5.025 1500 1.000 1.844 1500 1.000 1.711 1500 1.000 1.867 1500 1.000 1.844 1500 4.000 1.000 7.267 1.867
5.050 1200 1.000 2.208 1200 1.000 2.083 1200 1.000 2.229 1200 1.000 2.208 1200 4.000 1.000 8.729 2.229
5.075 1200 1.000 3.028 1200 1.000 2.861 1200 1.000 3.056 1200 1.000 3.028 1200 4.000 1.000 11.972 3.056
5.100 1200 1.000 3.444 1200 1.000 3.278 1200 1.000 3.472 1200 1.000 3.444 1200 4.000 1.000 13.639 3.472
