time[s] cpu.0.freq[Mhz] cpu.0.recload cpu.0.load cpu.1.freq[Mhz] cpu.1.recload cpu.1.load cpu.2.freq[Mhz] cpu.2.recload cpu.2.load cpu.3.freq[Mhz] cpu.3.recload cpu.3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
0.250 1700 0.267 0.267 1700 0.117 0.117 1700 0.667 0.667 1700 0.150 0.150 1700 1.200 0.725 1.200 0.725
0.500 2401 0.108 0.077 2401 0.033 0.024 2401 0.025 0.018 2401 0.000 0.000 2401 0.167 0.108 0.118 0.077
0.750 2200 0.100 0.075 2200 0.217 0.165 2200 0.200 0.153 2200 0.158 0.121 2200 0.675 0.300 0.513 0.230
1.000 1900 0.700 0.626 1900 0.667 0.597 1900 0.633 0.563 1900 0.673 0.597 1900 2.673 0.807 2.383 0.717
1.250 2401 0.558 0.420 2401 0.567 0.439 2401 0.670 0.499 2401 0.650 0.498 2401 2.445 0.817 1.856 0.616
1.500 2401 0.192 0.136 2401 0.192 0.136 2401 0.142 0.100 2401 0.233 0.165 2401 0.758 0.475 0.537 0.336
1.750 2200 0.200 0.152 2200 0.217 0.167 2200 0.117 0.090 2200 0.267 0.204 2200 0.800 0.500 0.614 0.383
2.000 2401 0.142 0.108 2401 0.167 0.125 2401 0.142 0.107 2401 0.183 0.138 2401 0.633 0.250 0.479 0.188
2.250 2200 0.158 0.116 2200 0.033 0.024 2200 0.045 0.032 2200 0.100 0.071 2200 0.337 0.250 0.242 0.181
2.500 1900 0.467 0.373 1900 0.192 0.171 1900 0.425 0.377 1900 0.133 0.115 1900 1.217 0.767 1.037 0.642
2.750 2401 0.700 0.558 2401 0.367 0.328 2401 0.267 0.232 2401 0.317 0.246 2401 1.650 0.933 1.364 0.760
3.000 2401 0.442 0.313 2401 0.508 0.360 2401 0.417 0.295 2401 0.858 0.608 2401 2.225 0.933 1.575 0.661
3.250 2401 0.467 0.330 2401 0.587 0.415 2401 0.458 0.324 2401 0.500 0.354 2401 2.012 0.650 1.424 0.460
3.500 2200 0.225 0.165 2200 0.200 0.143 2200 0.392 0.279 2200 0.383 0.291 2200 1.200 0.683 0.879 0.503
3.750 2401 0.100 0.077 2401 0.133 0.103 2401 0.233 0.175 2401 0.400 0.309 2401 0.867 0.533 0.664 0.407
4.000 2200 0.100 0.073 2200 0.133 0.094 2200 0.058 0.041 2200 0.050 0.035 2200 0.342 0.233 0.244 0.167
4.250 1900 0.233 0.185 1900 0.178 0.138 1900 0.133 0.103 1900 0.133 0.103 1900 0.678 0.487 0.528 0.380
4.500 1700 0.317 0.289 1700 0.025 0.022 1700 0.040 0.036 1700 0.000 0.000 1700 0.382 0.357 0.347 0.324
4.750 1500 0.058 0.063 1500 0.042 0.044 1500 0.025 0.025 1500 0.033 0.033 1500 0.158 0.117 0.165 0.121
5.000 2401 0.733 0.959 2401 0.633 0.765 2401 0.883 1.168 2401 0.683 0.854 2401 2.933 1.000 3.746 1.280
5.250 2401 0.842 0.603 2401 0.867 0.614 2401 0.900 0.645 2401 0.975 0.697 2401 3.583 1.000 2.559 0.716
5.500 2401 0.475 0.336 2401 0.340 0.241 2401 0.487 0.345 2401 0.825 0.584 2401 2.127 0.975 1.506 0.690
5.750 2401 0.067 0.047 2401 0.200 0.142 2401 0.287 0.203 2401 0.867 0.614 2401 1.420 1.000 1.005 0.708
6.000 2401 0.158 0.112 2401 0.167 0.118 2401 0.167 0.118 2401 0.933 0.661 2401 1.425 0.967 1.009 0.684
6.250 2401 0.808 0.572 2401 0.758 0.537 2401 0.767 0.543 2401 0.617 0.437 2401 2.950 0.975 2.089 0.690
6.500 2401 0.600 0.425 2401 0.533 0.378 2401 0.783 0.555 2401 0.742 0.525 2401 2.658 0.908 1.882 0.643
6.750 2401 0.383 0.271 2401 0.250 0.177 2401 0.367 0.260 2401 0.550 0.389 2401 1.550 0.784 1.097 0.555
7.000 2401 0.633 0.448 2401 0.550 0.389 2401 0.533 0.378 2401 0.583 0.413 2401 2.300 0.817 1.628 0.578
7.250 2401 0.808 0.572 2401 0.567 0.401 2401 0.450 0.319 2401 0.600 0.425 2401 2.425 0.900 1.717 0.637
7.500 2401 0.533 0.378 2401 0.648 0.459 2401 0.400 0.283 2401 0.617 0.437 2401 2.198 0.817 1.556 0.578
7.750 2401 0.133 0.094 2401 0.125 0.089 2401 0.585 0.414 2401 0.375 0.266 2401 1.218 0.868 0.863 0.615
8.000 2401 0.358 0.254 2401 0.317 0.224 2401 0.258 0.183 2401 0.625 0.442 2401 1.558 0.784 1.103 0.555
8.250 2401 0.475 0.336 2401 0.542 0.383 2401 0.375 0.266 2401 0.417 0.295 2401 1.808 0.717 1.280 0.507
8.500 2401 0.600 0.425 2401 0.758 0.537 2401 0.558 0.395 2401 0.675 0.478 2401 2.592 0.850 1.835 0.602
8.750 2401 0.684 0.484 2401 0.842 0.596 2401 0.767 0.543 2401 0.634 0.448 2401 2.925 0.933 2.071 0.661
9.000 2401 0.750 0.531 2401 0.817 0.578 2401 0.875 0.619 2401 0.842 0.596 2401 3.283 0.967 2.325 0.684
9.250 2401 1.000 0.708 2401 1.000 0.708 2401 1.000 0.708 2401 1.000 0.708 2401 4.000 1.000 2.832 0.708
9.500 2401 0.917 0.649 2401 0.917 0.649 2401 0.900 0.637 2401 0.883 0.625 2401 3.617 1.000 2.561 0.708
9.750 2401 0.425 0.301 2401 0.567 0.401 2401 0.542 0.383 2401 0.575 0.407 2401 2.108 0.775 1.493 0.549
10.000 2401 0.675 0.478 2401 0.550 0.389 2401 0.634 0.448 2401 0.475 0.336 2401 2.333 0.842 1.652 0.596
10.250 2401 0.592 0.419 2401 0.583 0.413 2401 0.617 0.437 2401 0.617 0.437 2401 2.408 0.833 1.705 0.590
10.500 2401 0.750 0.531 2401 0.700 0.496 2401 0.708 0.502 2401 0.867 0.614 2401 3.025 0.967 2.142 0.684
10.750 2401 0.775 0.549 2401 0.800 0.566 2401 0.608 0.431 2401 0.933 0.661 2401 3.117 1.000 2.207 0.708
11.000 2401 0.883 0.625 2401 0.817 0.578 2401 0.792 0.561 2401 0.758 0.537 2401 3.250 0.942 2.301 0.667
11.250 2401 0.967 0.684 2401 1.000 0.708 2401 0.933 0.661 2401 0.933 0.661 2401 3.833 1.000 2.714 0.708
11.500 2401 0.408 0.289 2401 0.450 0.319 2401 0.442 0.313 2401 0.425 0.301 2401 1.725 0.617 1.221 0.437
11.750 2401 0.358 0.254 2401 0.300 0.212 2401 0.225 0.159 2401 0.400 0.283 2401 1.283 0.592 0.909 0.419
12.000 2401 0.258 0.183 2401 0.366 0.260 2401 0.200 0.142 2401 0.367 0.260 2401 1.192 0.517 0.844 0.366
12.250 2401 0.525 0.372 2401 0.325 0.230 2401 0.283 0.201 2401 0.233 0.165 2401 1.367 0.550 0.968 0.389
12.500 2401 0.275 0.195 2401 0.275 0.195 2401 0.250 0.177 2401 0.317 0.224 2401 1.117 0.400 0.791 0.283
12.750 2401 0.425 0.301 2401 0.333 0.236 2401 0.383 0.271 2401 0.258 0.183 2401 1.400 0.567 0.991 0.401
13.000 2401 0.425 0.301 2401 0.592 0.419 2401 0.633 0.448 2401 0.767 0.543 2401 2.417 0.858 1.711 0.608
13.250 2401 0.883 0.625 2401 0.967 0.684 2401 0.942 0.667 2401 0.942 0.667 2401 3.733 1.000 2.643 0.708
13.500 2401 0.375 0.265 2401 0.433 0.307 2401 0.567 0.401 2401 0.350 0.248 2401 1.725 0.675 1.221 0.478
13.750 2401 0.292 0.206 2401 0.358 0.254 2401 0.291 0.206 2401 0.217 0.153 2401 1.158 0.458 0.820 0.324
14.000 2401 0.242 0.171 2401 0.483 0.342 2401 0.258 0.183 2401 0.333 0.236 2401 1.317 0.567 0.932 0.401
14.250 2401 0.317 0.224 2401 0.217 0.153 2401 0.175 0.124 2401 0.225 0.159 2401 0.933 0.483 0.661 0.342
14.500 2401 0.175 0.124 2401 0.333 0.236 2401 0.292 0.206 2401 0.200 0.142 2401 1.000 0.475 0.708 0.336
14.750 2401 0.192 0.136 2401 0.150 0.106 2401 0.283 0.201 2401 0.183 0.130 2401 0.808 0.483 0.572 0.342
15.000 2401 0.367 0.260 2401 0.417 0.295 2401 0.358 0.254 2401 0.550 0.389 2401 1.692 0.608 1.198 0.431
15.250 2401 0.567 0.401 2401 0.500 0.354 2401 0.508 0.360 2401 0.417 0.295 2401 1.992 0.758 1.410 0.537
15.500 2401 0.325 0.230 2401 0.425 0.301 2401 0.325 0.230 2401 0.267 0.189 2401 1.342 0.600 0.950 0.425
