time[s] cpu.0.freq[MHz] cpu.0.recload cpu.0.load cpu.1.freq[MHz] cpu.1.recload cpu.1.load cpu.2.freq[MHz] cpu.2.recload cpu.2.load cpu.3.freq[MHz] cpu.3.recload cpu.3.load cpu.4.freq[MHz] cpu.4.recload cpu.4.load cpu.5.freq[MHz] cpu.5.recload cpu.5.load cpu.6.freq[MHz] cpu.6.recload cpu.6.load cpu.7.freq[MHz] cpu.7.recload cpu.7.load cpu.8.freq[MHz] cpu.8.recload cpu.8.load cpu.9.freq[MHz] cpu.9.recload cpu.9.load cpu.10.freq[MHz] cpu.10.recload cpu.10.load cpu.11.freq[MHz] cpu.11.recload cpu.11.load cpu.12.freq[MHz] cpu.12.recload cpu.12.load cpu.13.freq[MHz] cpu.13.recload cpu.13.load cpu.14.freq[MHz] cpu.14.recload cpu.14.load cpu.15.freq[MHz] cpu.15.recload cpu.15.load cpu.16.freq[MHz] cpu.16.recload cpu.16.load cpu.17.freq[MHz] cpu.17.recload cpu.17.load cpu.18.freq[MHz] cpu.18.recload cpu.18.load cpu.19.freq[MHz] cpu.19.recload cpu.19.load cpu.20.freq[MHz] cpu.20.recload cpu.20.load cpu.21.freq[MHz] cpu.21.recload cpu.21.load cpu.22.freq[MHz] cpu.22.recload cpu.22.load cpu.23.freq[MHz] cpu.23.recload cpu.23.load cpu.24.freq[MHz] cpu.24.recload cpu.24.load cpu.25.freq[MHz] cpu.25.recload cpu.25.load cpu.26.freq[MHz] cpu.26.recload cpu.26.load cpu.27.freq[MHz] cpu.27.recload cpu.27.load cpu.28.freq[MHz] cpu.28.recload cpu.28.load cpu.29.freq[MHz] cpu.29.recload cpu.29.load cpu.30.freq[MHz] cpu.30.recload cpu.30.load cpu.31.freq[MHz] cpu.31.recload cpu.31.load cpu.32.freq[MHz] cpu.32.recload cpu.32.load cpu.33.freq[MHz] cpu.33.recload cpu.33.load cpu.34.freq[MHz] cpu.34.recload cpu.34.load cpu.35.freq[MHz] cpu.35.recload cpu.35.load cpu.36.freq[MHz] cpu.36.recload cpu.36.load cpu.37.freq[MHz] cpu.37.recload cpu.37.load cpu.38.freq[MHz] cpu.38.recload cpu.38.load cpu.39.freq[MHz] cpu.39.recload cpu.39.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
24.000 1500 0.004 0.008 1500 0.013 0.025 1500 0.000 0.000 1500 0.067 0.247 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.013 0.014 1500 0.008 0.008 1500 0.006 0.007 1500 0.000 0.000 1500 0.000 0.000 1500 0.083 0.444 1500 0.006 0.007 1500 0.004 0.004 1500 0.037 0.151 1500 0.055 0.235 1500 0.005 0.005 1500 0.007 0.007 1500 0.012 0.012 1500 0.009 0.013 1500 0.004 0.004 1500 0.016 0.017 1500 0.013 0.014 1500 0.000 0.000 1500 0.046 0.205 1500 0.017 0.017 1500 0.007 0.008 1500 0.013 0.014 1500 0.041 0.153 1500 0.006 0.007 1500 0.000 0.000 1500 0.000 0.000 1500 0.017 0.025 1500 0.014 0.027 1500 0.000 0.000 1500 0.003 0.003 1500 0.003 0.006 1500 0.004 0.004 1500 0.531 0.083 1.693 0.444
24.500 2801 0.013 0.013 2801 0.013 0.025 2801 0.000 0.000 2801 0.317 1.228 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.013 0.014 2801 0.004 0.004 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.013 0.014 2801 0.006 0.007 2801 0.000 0.000 2801 0.000 0.000 2801 0.052 0.237 2801 0.000 0.000 2801 0.003 0.003 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.013 0.014 2801 0.013 0.014 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.002 0.002 2801 0.013 0.014 2801 0.000 0.000 2801 0.001 0.002 2801 0.000 0.000 2801 0.000 0.000 2801 0.013 0.021 2801 0.001 0.001 2801 0.000 0.000 2801 0.001 0.001 2801 0.004 0.007 2801 0.000 0.000 2801 0.494 0.317 1.622 1.228
25.000 2801 0.013 0.013 2801 0.013 0.025 2801 0.000 0.000 2801 0.498 1.968 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.001 0.001 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.052 0.237 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.001 0.002 2801 0.000 0.000 2801 0.000 0.000 2801 0.013 0.021 2801 0.000 0.000 2801 0.003 0.003 2801 0.001 0.001 2801 0.004 0.007 2801 0.008 0.008 2801 0.608 0.498 2.286 1.968
25.500 2500 0.014 0.014 2500 0.013 0.025 2500 0.000 0.000 2500 0.498 1.968 2500 0.000 0.000 2500 0.000 0.000 2500 0.000 0.000 2500 0.001 0.001 2500 0.000 0.000 2500 0.000 0.000 2500 0.000 0.000 2500 0.000 0.000 2500 0.000 0.000 2500 0.004 0.004 2500 0.000 0.000 2500 0.037 0.044 2500 0.000 0.000 2500 0.052 0.237 2500 0.000 0.000 2500 0.000 0.000 2500 0.004 0.005 2500 0.000 0.000 2500 0.004 0.004 2500 0.000 0.000 2500 0.000 0.000 2500 0.000 0.000 2500 0.000 0.000 2500 0.000 0.000 2500 0.000 0.000 2500 0.000 0.000 2500 0.008 0.008 2500 0.000 0.001 2500 0.000 0.000 2500 0.000 0.000 2500 0.013 0.021 2500 0.000 0.000 2500 0.003 0.003 2500 0.001 0.001 2500 0.004 0.007 2500 0.008 0.008 2500 0.666 0.498 2.352 1.968
26.000 2200 0.014 0.014 2200 0.000 0.000 2200 0.000 0.000 2200 0.431 1.721 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.001 0.001 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.004 0.004 2200 0.000 0.000 2200 0.037 0.044 2200 0.000 0.000 2200 0.000 0.004 2200 0.000 0.000 2200 0.000 0.000 2200 0.004 0.005 2200 0.000 0.000 2200 0.004 0.004 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.008 0.008 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.003 0.003 2200 0.001 0.001 2200 0.001 0.001 2200 0.008 0.008 2200 0.518 0.431 1.819 1.721
26.500 1700 0.005 0.006 1700 0.000 0.000 1700 0.000 0.000 1700 0.181 0.740 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.001 0.001 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.004 0.004 1700 0.000 0.000 1700 0.041 0.049 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.004 0.005 1700 0.000 0.000 1700 0.004 0.004 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.013 0.016 1700 0.000 0.000 1700 0.008 0.008 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.003 0.003 1700 0.000 0.000 1700 0.000 0.000 1700 0.008 0.008 1700 0.272 0.181 0.845 0.740
27.000 1500 0.005 0.006 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.035 0.116 1500 0.000 0.000 1500 0.004 0.008 1500 0.000 0.000 1500 0.013 0.026 1500 0.021 0.056 1500 0.000 0.000 1500 0.003 0.006 1500 0.004 0.004 1500 0.006 0.012 1500 0.044 0.054 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.004 0.005 1500 0.004 0.008 1500 0.004 0.004 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.042 0.074 1500 0.000 0.000 1500 0.008 0.008 1500 0.000 0.000 1500 0.034 0.122 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.000 0.000 1500 0.030 0.060 1500 0.001 0.003 1500 0.000 0.000 1500 0.262 0.044 0.571 0.122
27.500 2801 0.006 0.008 2801 0.000 0.000 2801 0.004 0.008 2801 0.000 0.000 2801 0.000 0.000 2801 0.039 0.125 2801 0.000 0.000 2801 0.004 0.008 2801 0.000 0.000 2801 0.013 0.026 2801 0.049 0.122 2801 0.002 0.003 2801 0.003 0.006 2801 0.000 0.000 2801 0.006 0.012 2801 0.006 0.010 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.000 0.000 2801 0.004 0.008 2801 0.000 0.000 2801 0.000 0.000 2801 0.006 0.012 2801 0.000 0.000 2801 0.000 0.000 2801 0.067 0.207 2801 0.042 0.098 2801 0.044 0.159 2801 0.000 0.000 2801 0.000 0.000 2801 0.034 0.122 2801 0.000 0.000 2801 0.003 0.006 2801 0.009 0.024 2801 0.000 0.000 2801 0.030 0.060 2801 0.001 0.003 2801 0.003 0.006 2801 0.376 0.067 1.031 0.207
28.000 2200 0.006 0.008 2200 0.000 0.000 2200 0.004 0.008 2200 0.000 0.000 2200 0.000 0.000 2200 0.039 0.125 2200 0.000 0.000 2200 0.004 0.008 2200 0.000 0.000 2200 0.013 0.027 2200 0.049 0.122 2200 0.002 0.003 2200 0.003 0.006 2200 0.000 0.000 2200 0.009 0.015 2200 0.006 0.010 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.000 0.000 2200 0.004 0.008 2200 0.000 0.000 2200 0.000 0.000 2200 0.006 0.012 2200 0.000 0.000 2200 0.000 0.000 2200 0.067 0.207 2200 0.042 0.098 2200 0.044 0.159 2200 0.000 0.000 2200 0.000 0.000 2200 0.034 0.122 2200 0.000 0.000 2200 0.003 0.006 2200 0.009 0.024 2200 0.000 0.000 2200 0.030 0.060 2200 0.001 0.003 2200 0.003 0.006 2200 0.379 0.067 1.035 0.207
28.500 1700 0.005 0.006 1700 0.000 0.000 1700 0.004 0.008 1700 0.000 0.000 1700 0.000 0.000 1700 0.039 0.125 1700 0.000 0.000 1700 0.004 0.008 1700 0.000 0.000 1700 0.013 0.027 1700 0.049 0.122 1700 0.002 0.003 1700 0.003 0.006 1700 0.000 0.000 1700 0.009 0.015 1700 0.003 0.005 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.000 0.000 1700 0.004 0.008 1700 0.000 0.000 1700 0.000 0.000 1700 0.006 0.012 1700 0.000 0.000 1700 0.000 0.000 1700 0.067 0.207 1700 0.029 0.082 1700 0.044 0.159 1700 0.000 0.000 1700 0.000 0.000 1700 0.034 0.122 1700 0.000 0.000 1700 0.003 0.006 1700 0.009 0.024 1700 0.000 0.000 1700 0.031 0.062 1700 0.001 0.003 1700 0.003 0.006 1700 0.364 0.067 1.015 0.207
29.000 1500 0.005 0.006 1500 0.000 0.000 1500 0.004 0.008 1500 0.000 0.000 1500 0.000 0.000 1300 0.003 0.010 1300 0.000 0.000 1300 0.000 0.000 1300 0.000 0.000 1300 0.004 0.006 1300 0.028 0.066 1300 0.002 0.003 1300 0.000 0.000 1300 0.001 0.003 1300 0.003 0.003 1300 0.000 0.000 1300 0.000 0.000 1300 0.000 0.000 1300 0.000 0.000 1300 0.000 0.000 1300 0.000 0.000 1300 0.000 0.000 1300 0.000 0.000 1300 0.000 0.000 1300 0.019 0.035 1300 0.000 0.000 1300 0.000 0.001 1300 0.067 0.207 1300 0.000 0.024 1300 0.044 0.159 1300 0.013 0.021 1300 0.000 0.000 1300 0.000 0.000 1300 0.012 0.026 1300 0.003 0.006 1300 0.009 0.024 1300 0.000 0.000 1300 0.002 0.003 1300 0.000 0.000 1300 0.003 0.006 1500 0.223 0.067 0.616 0.207
29.500 1200 0.003 0.006 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.004 0.006 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.001 0.003 1200 0.003 0.003 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.012 0.024 1200 0.000 0.000 1200 0.000 0.001 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.013 0.021 1200 0.000 0.000 1200 0.000 0.000 1200 0.012 0.026 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.003 0.005 1200 0.000 0.000 1200 0.000 0.000 1200 0.052 0.013 0.094 0.026
30.000 1200 0.005 0.011 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.003 0.005 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.001 0.003 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.012 0.024 1200 0.000 0.000 1200 0.001 0.001 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.013 0.021 1200 0.003 0.007 1200 0.000 0.000 1200 0.012 0.026 1200 0.000 0.000 1200 0.000 0.000 1200 0.000 0.000 1200 0.003 0.005 1200 0.000 0.000 1200 0.000 0.000 1200 0.054 0.013 0.103 0.026
